"functionEvidenceId","binary","address","durableLabel","labelRow","evidenceStatus","purpose","anchors","inputsOutputs","callers","callees","relatedOpcodes","relatedTables","sourcePaths","findingPath","verification","blockers","lastReviewed"
"FUN-WILDSTAR64-14007A610","WildStar64.exe","14007a610","Storefront_RequestCatalog_WritePayload","851","Mapped","Serialises opcode 0x082D ClientStorefrontRequestCatalog as one 14-bit catalog context field.","Serialises opcode 0x082D ClientStorefrontRequestCatalog as one 14-bit catalog context field.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007A730","WildStar64.exe","14007a730","ServerPathSettlerBuildStatusRow_ReadPayload","2083","Mapped","Reads a Settler build status row: PathSettlerImprovementGroupId u14 tier i32 remaining-time u32 bundle-count u32.","Reads a Settler build status row: PathSettlerImprovementGroupId u14 tier i32 remaining-time u32 bundle-count u32.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007A7B0","WildStar64.exe","14007a7b0","ServerPathSettlerBuildStatus_ReadPayload","2084","Mapped","Opcode 0x0671 reader: PathSettlerHubId u14 plus one ServerPathSettlerBuildStatusRow.","Opcode 0x0671 reader: PathSettlerHubId u14 plus one ServerPathSettlerBuildStatusRow.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007A800","WildStar64.exe","14007a800","ServerPathSettlerBuildStatusList_ReadPayload","2085","Mapped","Opcode 0x066E reader: PathSettlerHubId u14 count u32 then counted ServerPathSettlerBuildStatusRow entries.","Opcode 0x066E reader: PathSettlerHubId u14 count u32 then counted ServerPathSettlerBuildStatusRow entries.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007AA70","WildStar64.exe","14007aa70","ServerPathSettlerBuildResult_ReadPayload","2086","Mapped","Opcode 0x066C reader: result u32 PathSettlerImprovementId u15 PathSettlerImprovementGroupId u14.","Opcode 0x066C reader: result u32 PathSettlerImprovementId u15 PathSettlerImprovementGroupId u14.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007AB50","WildStar64.exe","14007ab50","ServerUInt32_ReadPayload","862","Mapped","Reads a single 32-bit field; reused by account/store opcodes including 0x0980 and matching opcodes 0x05B8 and 0x05BF.","Reads a single 32-bit field; reused by account/store opcodes including 0x0980 and matching opcodes 0x05B8 and 0x05BF.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR-14007AB80","WildStar64.exe","14007ab80","ClientRapidTransport_WritePayload","36","Mapped","Serializes client rapid transport payload","opcode 0x0141; 14-bit mask 0x3fff; 32-bit second field","uint14 TaxiNode; uint32 ContextToken","Network_RegisterServerOpcode_0351","RapidTransport send helper","ClientRapidTransport 0x0141","","Source/NexusForever.Network.World/Message/Model/ClientRapidTransport.cs","Decomp/Analysis/INITIAL_FINDINGS.md","Label present in function_labels.csv and source model reads matching fields","Second dword semantic domain remains opaque","2026-06-10"
"FUN-WILDSTAR64-14007AE80","WildStar64.exe","14007ae80","ClientSuggest_WritePayload","834","Mapped","Serialises one wide string payload field; reused by world opcodes including 0x012D Client0x012D, 0x0233 ClientAccountItemClaimPendingItemGroup, 0x063E Client0x063E, 0x07C6 ClientAccountItemReturnPendingItemGroup, and 0x0833 ClientSuggest through the shared string writer thunk.","Serialises one wide string payload field; reused by world opcodes including 0x012D Client0x012D, 0x0233 ClientAccountItemClaimPendingItemGroup, 0x063E Client0x063E, 0x07C6 ClientAccountItemReturnPendingItemGroup, and 0x0833 ClientSuggest through the shared string writer thunk.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007B2D0","WildStar64.exe","14007b2d0","PublicEventObjectiveStatus_ReadPayload","2091","Mapped","Reads status u32 objective-data u32 dynamic-max u32 float count u32 state 3-bit data type and a type-specific tail.","Reads status u32 objective-data u32 dynamic-max u32 float count u32 state 3-bit data type and a type-specific tail.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007B3C0","WildStar64.exe","14007b3c0","ServerPublicEventObjectiveStatusUpdate_ReadPayload","2092","Mapped","Opcode 0x0134 reader: 15-bit objective id plus PublicEventObjectiveStatus.","Opcode 0x0134 reader: 15-bit objective id plus PublicEventObjectiveStatus.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007B490","WildStar64.exe","14007b490","ServerPublicEventObjectiveUpdate_ReadPayload","2093","Mapped","Opcode 0x0132 reader: 15-bit objective id status row busy flag elapsed ms notification mode counted location ids and counted map-region rows.","Opcode 0x0132 reader: 15-bit objective id status row busy flag elapsed ms notification mode counted location ids and counted map-region rows.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007B620","WildStar64.exe","14007b620","ServerPublicEventStart_ReadPayload","2101","Mapped","Opcode 0x0112 reader: u14 public-event id u14 team u32 elapsed bool busy counted 0x58-byte objective rows via ServerPublicEventObjectiveUpdate_ReadPayload counted u32 location ids u32 reward type three u32 thresholds u14 world socket id.","Opcode 0x0112 reader: u14 public-event id u14 team u32 elapsed bool busy counted 0x58-byte objective rows via ServerPublicEventObjectiveUpdate_ReadPayload counted u32 location ids u32 reward type three u32 thresholds u14 world socket id.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007B930","WildStar64.exe","14007b930","ServerPublicEventAux_ReadPayload","2089","Mapped","Opcode 0x0139 reader: uint32 value 5-bit count and counted uint32 values; semantic producer meaning remains blocked.","Opcode 0x0139 reader: uint32 value 5-bit count and counted uint32 values; semantic producer meaning remains blocked.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007B9E0","WildStar64.exe","14007b9e0","PublicEventTeamStats_ReadPayload","2094","Mapped","Reads a public-event team stat row as 14-bit team id plus PublicEventStats payload.","Reads a public-event team stat row as 14-bit team id plus PublicEventStats payload.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007BA50","WildStar64.exe","14007ba50","PublicEventParticipantStats_ReadPayload","2095","Mapped","Reads a public-event participant stat row as 14-bit team id unit id player identity class path and PublicEventStats payload.","Reads a public-event participant stat row as 14-bit team id unit id player identity class path and PublicEventStats payload.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007BB10","WildStar64.exe","14007bb10","ServerPublicEventPersonalStatUpdate_ReadPayload","2096","Mapped","Reads opcode 0x013B as 14-bit public-event id plus stat id and value uint32 fields.","Reads opcode 0x013B as 14-bit public-event id plus stat id and value uint32 fields.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007BB80","WildStar64.exe","14007bb80","ServerPublicEventEnd_ReadPayload","2097","Mapped","Reads opcode 0x00D6 public-event end payload with personal team participant objective status rows and reward tier/type thresholds.","Reads opcode 0x00D6 public-event end payload with personal team participant objective status rows and reward tier/type thresholds.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007BDE0","WildStar64.exe","14007bde0","ServerPublicEventStatsUpdate_ReadPayload","2098","Mapped","Reads opcode 0x0130 as public-event id plus counted team and participant stat rows.","Reads opcode 0x0130 as public-event id plus counted team and participant stat rows.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007C0C0","WildStar64.exe","14007c0c0","ServerPublicEventVoteAux_ReadPayload","2100","Mapped","Opcode 0x06F7 reader: 15-bit value plus one flag; vote lifecycle semantics remain blocked.","Opcode 0x06F7 reader: 15-bit value plus one flag; vote lifecycle semantics remain blocked.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007C340","WildStar64.exe","14007c340","ServerUInt32AndFlag_ReadPayload","911","Mapped","Shared 8-byte server reader registered for multiple opcodes including 0x0219 0x022B 0x0355 0x0357 0x06F5 0x0700 0x0755 and 0x089A; body reads one 32-bit field followed by one bit.","Shared 8-byte server reader registered for multiple opcodes including 0x0219 0x022B 0x0355 0x0357 0x06F5 0x0700 0x0755 and 0x089A; body reads one 32-bit field followed by one bit.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007C3A0","WildStar64.exe","14007c3a0","ServerUInt15_ReadPayload","1296","Mapped","Shared scalar reader registered for opcodes 0x00CC ServerHousingResidenceUInt15 and 0x00CD ServerHousingResidenceUInt15Alt; reads one 15-bit field.","Shared scalar reader registered for opcodes 0x00CC ServerHousingResidenceUInt15 and 0x00CD ServerHousingResidenceUInt15Alt; reads one 15-bit field.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007C620","WildStar64.exe","14007c620","ClientPublicEventRequestScoreboard_WritePayload","2099","Mapped","Writes opcode 0x06FA as 14-bit public-event id plus scoreboard subscribe flag.","Writes opcode 0x06FA as 14-bit public-event id plus scoreboard subscribe flag.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007C7C0","WildStar64.exe","14007c7c0","ClientStuck_WritePayload","835","Mapped","Serialises world opcode 0x0831 ClientStuck as a 3-bit UnstickType plus 32-bit generated context token.","Serialises world opcode 0x0831 ClientStuck as a 3-bit UnstickType plus 32-bit generated context token.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007C990","WildStar64.exe","14007c990","ClientReportBug_WritePayload","836","Mapped","Serialises world opcode 0x0830 ClientReportBug as 16-bit bug category, selected unit id, Quest2 id, and description string.","Serialises world opcode 0x0830 ClientReportBug as 16-bit bug category, selected unit id, Quest2 id, and description string.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007CC20","WildStar64.exe","14007cc20","ClientSupportTicket_WritePayload","837","Mapped","Serialises world opcode 0x06D1 ClientSupportTicket as category/subcategory, player position vector, subject/body strings, and language enum.","Serialises world opcode 0x06D1 ClientSupportTicket as category/subcategory, player position vector, subject/body strings, and language enum.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007D000","WildStar64.exe","14007d000","ClientUInt32_ReadPayload","38","Mapped","Reads one raw 32-bit field; registered read companion to ClientTradeskillResetTalents_WritePayload 14007d010 for opcodes including 0x0550, 0x062A, 0x0634, 0x0635, and 0x07E3.","Reads one raw 32-bit field; registered read companion to ClientTradeskillResetTalents_WritePayload 14007d010 for opcodes including 0x0550, 0x062A, 0x0634, 0x0635, and 0x07E3.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR-14007D010","WildStar64.exe","14007d010","ClientTradeskillResetTalents_WritePayload","37","Mapped","Serializes one raw uint32 for multiple client opcodes including Client0x062A","ClientWorldOpcodeRegister_MovementSpline 0x062A at 1400a82b6; shared writer; TraceFunctionCallers shared refs","uint32 Value","FUN_14007dc80 and registration data rows","network bit writer helper","Client0x062A 0x062A; Client0x0634 0x0634; ClientTradeskillResetTalents 0x0858","","Source/NexusForever.Network.World/Message/Model/ClientUnresolvedDiagnosticPackets.cs; Source/NexusForever.Network.World/Message/Model/Crafting/ClientTradeskillResetTalents.cs","Decomp/Analysis/INITIAL_FINDINGS.md","Payload width is mapped as one uint32; sibling opcode semantics are intentionally not inferred","Client0x062A sender and semantic owner remain blocked","2026-06-10"
"FUN-WILDSTAR64-14007D4A0","WildStar64.exe","14007d4a0","ClientCraftingCraftItemAutoCraft_WritePayload","43","Mapped","Serialises world opcode 0x0852 payload as four 32-bit fields: context token, crafting station unit id, TradeskillSchematic2 id, and schematic count.","Serialises world opcode 0x0852 payload as four 32-bit fields: context token, crafting station unit id, TradeskillSchematic2 id, and schematic count.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007D790","WildStar64.exe","14007d790","ServerRealmTransferDestinationsAux_ReadPayload","153","Mapped","Reads server opcode 0x03EF as a uint32 value, a uint32 byte count, and that many raw bytes into a pointer-backed buffer inside the registered 0x10-byte object.","Reads server opcode 0x03EF as a uint32 value, a uint32 byte count, and that many raw bytes into a pointer-backed buffer inside the registered 0x10-byte object.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007D830","WildStar64.exe","14007d830","ActivateUnitFamily_Advance64Bits","44","Mapped","Advances 64 payload bits for the shared opcode 0x0097 and 0x0098 activate-unit-family payload.","Advances 64 payload bits for the shared opcode 0x0097 and 0x0098 activate-unit-family payload.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007D840","WildStar64.exe","14007d840","ClientP2PTradingUInt64_WritePayload","45","Mapped","Serialises one raw 64-bit field; used by world opcodes 0x018D ClientP2PTradingAddItem, 0x0194 ClientP2PTradingRemoveItem, 0x0197 ClientP2PTradingSetMoney, 0x0549 ClientICCommChannelNotJoined, and 0x0839 ClientAccountItemTake.","Serialises one raw 64-bit field; used by world opcodes 0x018D ClientP2PTradingAddItem, 0x0194 ClientP2PTradingRemoveItem, 0x0197 ClientP2PTradingSetMoney, 0x0549 ClientICCommChannelNotJoined, and 0x0839 ClientAccountItemTake.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007D8E0","WildStar64.exe","14007d8e0","ServerEmpty_ReadPayload","873","Mapped","Reads no fields and succeeds for an empty server-output payload; reused by item-context opcode 0x00B7, account/store opcodes including 0x0977 and 0x0989 plus matching opcodes 0x05BC, 0x05BE, and 0x05C0.","Reads no fields and succeeds for an empty server-output payload; reused by item-context opcode 0x00B7, account/store opcodes including 0x0977 and 0x0989 plus matching opcodes 0x05BC, 0x05BE, and 0x05C0.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007DC80","WildStar64.exe","14007dc80","ClientCompoundTradeskillUInt32_WriteCluster","39","Mapped","Compound outbound serializer calling ClientTradeskillResetTalents_WritePayload at object+0x30 then FUN_14007da70 at +0x38 and ClientCraftingCraftItemAutoCraft_WritePayload at +0x58; only code caller of writer 14007d010 besides registration.","Compound outbound serializer calling ClientTradeskillResetTalents_WritePayload at object+0x30 then FUN_14007da70 at +0x38 and ClientCraftingCraftItemAutoCraft_WritePayload at +0x58; only code caller of writer 14007d010 besides registration.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007DD40","WildStar64.exe","14007dd40","ServerPtrCharacterCopyQueued_WritePayloadCluster","40","Mapped","Compound bitfield serializer registered in Network_RegisterServerOpcode_0351 for server opcode 0x06EA; calls ClientCompoundTradeskillUInt32_WriteCluster 14007dc80 at object+0x238 — not Client0x0550 send path.","Compound bitfield serializer registered in Network_RegisterServerOpcode_0351 for server opcode 0x06EA; calls ClientCompoundTradeskillUInt32_WriteCluster 14007dc80 at object+0x238 — not Client0x0550 send path.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007E4B0","WildStar64.exe","14007e4b0","ClientFriendshipSetAutoResponseMessage_WritePayload","46","Mapped","Serialises world opcode 0x03B7 ClientFriendshipSetAutoResponseMessage as away and busy wide strings.","Serialises world opcode 0x03B7 ClientFriendshipSetAutoResponseMessage as away and busy wide strings.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007E610","WildStar64.exe","14007e610","ClientBool_WritePayload","47","Mapped","Serialises a nonzero 32-bit value as one payload bit; used by world opcodes 0x00B8 ClientFriendshipBlock, 0x0170 ClientSetIgnoreDuelRequests, 0x0173 ClientPvpToggleFlags, 0x039E ClientFriendshipIgnoreStrangersState, 0x05C8 ClientMatchingGameReadyResponse, and 0x0624 ClientMatchingMatchCastVoteSurrender inside registered 4-byte objects.","Serialises a nonzero 32-bit value as one payload bit; used by world opcodes 0x00B8 ClientFriendshipBlock, 0x0170 ClientSetIgnoreDuelRequests, 0x0173 ClientPvpToggleFlags, 0x039E ClientFriendshipIgnoreStrangersState, 0x05C8 ClientMatchingGameReadyResponse, and 0x0624 ClientMatchingMatchCastVoteSurrender inside registered 4-byte objects.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007E6D0","WildStar64.exe","14007e6d0","ClientRealmTransfer_WritePayload","48","Mapped","Serialises world opcode 0x0142 ClientRealmTransfer as one uint64 field one 14-bit field and one trailing bit in that order; paired reader stub LAB_14007e6c0 is also reused by opcodes 0x0538 0x053C and 0x0617 but those opcodes use writer ClientRealmScopedIdAndBit_WritePayload 140099030 with Identity-first field order and a larger registered size so 0x0142 remains a distinct wire layout.","Serialises world opcode 0x0142 ClientRealmTransfer as one uint64 field one 14-bit field and one trailing bit in that order; paired reader stub LAB_14007e6c0 is also reused by opcodes 0x0538 0x053C and 0x0617 but those opcodes use writer ClientRealmScopedIdAndBit_WritePayload 140099030 with Identity-first field order and a larger registered size so 0x0142 remains a distinct wire layout.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007E8F0","WildStar64.exe","14007e8f0","ServerFlagUInt5_ReadPayload","874","Mapped","Reads one flag followed by one 5-bit field; reused by store opcodes 0x098C 0x098D and 0x0990.","Reads one flag followed by one 5-bit field; reused by store opcodes 0x098C 0x098D and 0x0990.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007E950","WildStar64.exe","14007e950","ServerUInt5_ReadPayload","875","Mapped","Reads one 5-bit field; registered for store opcode 0x098A StoreError and matching opcode 0x05DC ServerMatchingMatchLeft.","Reads one 5-bit field; registered for store opcode 0x098A StoreError and matching opcode 0x05DC ServerMatchingMatchLeft.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007EC70","WildStar64.exe","14007ec70","ActivateUnitFamily_WriteTokenAndTargetFieldPair","49","Mapped","Serialises two raw 32-bit fields; used by world opcode 0x012B ClientOptions as option type/value, opcode 0x0857 ClientTradeskillLearn, and opcode 0x0097/0x0098 activate-unit-family payloads.","Serialises two raw 32-bit fields; used by world opcode 0x012B ClientOptions as option type/value, opcode 0x0857 ClientTradeskillLearn, and opcode 0x0097/0x0098 activate-unit-family payloads.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007F720","WildStar64.exe","14007f720","ServerCharacterListEntry_ReadPayload","1914","Mapped","Server opcode 0x010F reader and nested row reader for opcode 0x0117; reads character id name sex race class faction level visuals location path flags customization labels/values bone floats and last-logout days.","Server opcode 0x010F reader and nested row reader for opcode 0x0117; reads character id name sex race class faction level visuals location path flags customization labels/values bone floats and last-logout days.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007FAB0","WildStar64.exe","14007fab0","ServerCharacterList_ReadPayload","1915","Mapped","Opcode 0x0117 reader: server time counted ServerCharacterListEntry rows enabled/disabled character-creation id lists realm id removal identity/time reservation/max/additional counts faction restriction and free-level-50 flag.","Opcode 0x0117 reader: server time counted ServerCharacterListEntry rows enabled/disabled character-creation id lists realm id removal identity/time reservation/max/additional counts faction restriction and free-level-50 flag.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007FCF0","WildStar64.exe","14007fcf0","MatchingQueueResultWaitTime_ReadPayload","1350","Mapped","Reads the shared matching vote/cooldown payload as one 6-bit MatchingQueueResult followed by one uint32 wait-time field; used by opcodes 0x0616, 0x0623, and unresolved 0x019A.","Reads the shared matching vote/cooldown payload as one 6-bit MatchingQueueResult followed by one uint32 wait-time field; used by opcodes 0x0616, 0x0623, and unresolved 0x019A.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007FD50","WildStar64.exe","14007fd50","ServerItemStackCountUpdate_ReadPayload","1957","Mapped","Network_RegisterServerOpcode 0x017F size 0x10: uint64 item guid + uint32 stack count + 6-bit ItemUpdateReason.","Network_RegisterServerOpcode 0x017F size 0x10: uint64 item guid + uint32 stack count + 6-bit ItemUpdateReason.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007FDE0","WildStar64.exe","14007fde0","ServerAccountPendingItemDelete_ReadPayload","876","Mapped","Reads opcode 0x097E as one pending account item id followed by one flag; consumer removes the pending item and dispatches pending/item updates.","Reads opcode 0x097E as one pending account item id followed by one flag; consumer removes the pending item and dispatches pending/item updates.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007FEF0","WildStar64.exe","14007fef0","ServerSpellFourUInt32_ReadPayload","1351","Mapped","Reads opcodes 0x078C and 0x0812 as four consecutive uint32 fields (16 bytes); 0x078C is consumed as a housing community rename result.","Reads opcodes 0x078C and 0x0812 as four consecutive uint32 fields (16 bytes); 0x078C is consumed as a housing community rename result.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-14007FF70","WildStar64.exe","14007ff70","ClientUnresolvedDiagnosticPacket07B6Row_WritePayload","50","Mapped","Serialises one opcode 0x07B6 row as a 4-bit field one trailing bit one byte and one wide string.","Serialises one opcode 0x07B6 row as a 4-bit field one trailing bit one byte and one wide string.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
"FUN-WILDSTAR64-140080220","WildStar64.exe","140080220","ClientUnresolvedDiagnosticPacket07B6_WritePayload","51","Mapped","Serialises world opcode 0x07B6 payload as four uint32 fields one uint32 row count and that many 0x18-byte rows via 14007ff70; native sender Client0x07B6_SendFromModuleList @ 1403f42e0 mirrors the Lua GetAddons module walk; packet semantics remain unresolved.","Serialises world opcode 0x07B6 payload as four uint32 fields one uint32 row count and that many 0x18-byte rows via 14007ff70; native sender Client0x07B6_SendFromModuleList @ 1403f42e0 mirrors the Lua GetAddons module walk; packet semantics remain unresolved.","","","","","","","Decomp/Analysis/function_labels.csv","Imported from durable function_labels.csv; label application is verified by the decompile manifest gate.","Source correlation and focused verification require a targeted mapping pass before implementation use.","2026-06-11"
