"traceabilityId","nativeEvidenceId","binary","nativeAddress","nativeLabel","nexusArea","nexusArtifactKind","nexusPath","nexusSymbol","implementationStatus","tests","findingPath","residualRisk","lastReviewed"
"TRACE-OPCCLIENTCLIENTPETSETSTANCE068E","OPC-CLIENT-CLIENTPETSETSTANCE-068E","WildStar64.exe","","ClientPetSetStance","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Pet/ClientPetSetStance.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Pet/ClientPetSetStanceHandler.cs","ClientPetSetStance; ClientPetSetStanceHandler","Correlated","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Promote to Mapped only after native registration and payload functions are copied into this row from focused evidence.","2026-06-11"
"TRACE-OPCCLIENTCLIENTPLAYEDREQUEST0693","OPC-CLIENT-CLIENTPLAYEDREQUEST-0693","WildStar64.exe","","ClientPlayedRequest","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Utility/ClientPlayedReqeust.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Entity/Player/ClientRequestPlayedHandler.cs","ClientPlayedReqeust; ClientRequestPlayedHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTPLAYERINFOREQUEST0597","OPC-CLIENT-CLIENTPLAYERINFOREQUEST-0597","WildStar64.exe","","ClientPlayerInfoRequest","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Info/ClientPlayerInfoRequest.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Info/ClientPlayerInfoRequestHandler.cs","ClientPlayerInfoRequest; ClientPlayerInfoRequestHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTPLAYERMOVEMENTSPEEDUPDATE063B","OPC-CLIENT-CLIENTPLAYERMOVEMENTSPEEDUPDATE-063B","WildStar64.exe","","ClientPlayerMovementSpeedUpdate","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ClientPlayerMovementSpeedUpdate.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Misc/ClientPlayerMovementSpeedUpdateHandler.cs","ClientPlayerMovementSpeedUpdate; ClientPlayerMovementSpeedUpdateHandler","Correlated","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Promote to Mapped only after native registration and payload functions are copied into this row from focused evidence.","2026-06-11"
"TRACE-OPCCLIENTCLIENTPREGAMEKEEPALIVE0241","OPC-CLIENT-CLIENTPREGAMEKEEPALIVE-0241","WildStar64.exe","","ClientPregameKeepAlive","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Pregame/ClientPregameKeepAlive.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Misc/ClientPingHandler.cs","ClientPregameKeepAlive; ClientPingHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTPTRCOPY06E8","OPC-CLIENT-CLIENTPTRCOPY-06E8","WildStar64.exe","","ClientPtrCopy","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Pregame/ClientPtrCopy.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Misc/ClientPtrCopyHandler.cs","ClientPtrCopy; ClientPtrCopyHandler","Correlated","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Promote to Mapped only after native registration and payload functions are copied into this row from focused evidence.","2026-06-11"
"TRACE-OPCCLIENTCLIENTPUBLICEVENTREQUESTSCOREBOARD06FA","OPC-CLIENT-CLIENTPUBLICEVENTREQUESTSCOREBOARD-06FA","WildStar64.exe","","ClientPublicEventRequestScoreboard","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PublicEvent/ClientPublicEventRequestScoreboard.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Misc/ClientPublicEventRequestScoreboardHandler.cs","ClientPublicEventRequestScoreboard; ClientPublicEventRequestScoreboardHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTPUBLICEVENTVOTE06EE","OPC-CLIENT-CLIENTPUBLICEVENTVOTE-06EE","WildStar64.exe","","ClientPublicEventVote","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/PublicEvent/ClientPublicEventVote.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Event/ClientPublicEventVoteHandler.cs","ClientPublicEventVote; ClientPublicEventVoteHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTPVPTOGGLEFLAGS0173","OPC-CLIENT-CLIENTPVPTOGGLEFLAGS-0173","WildStar64.exe","","ClientPvpToggleFlags","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Pvp/ClientPvpToggle.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Pvp/ClientPvpHandlers.cs","ClientPvpToggleFlags; ClientPvpToggleFlagsHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTQUESTABANDON035A","OPC-CLIENT-CLIENTQUESTABANDON-035A","WildStar64.exe","","ClientQuestAbandon","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ClientQuestAbandon.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Quest/ClientQuestAbandonHandler.cs","ClientQuestAbandon; ClientQuestAbandonHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTQUESTACCEPT035B","OPC-CLIENT-CLIENTQUESTACCEPT-035B","WildStar64.exe","","ClientQuestAccept","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ClientQuestAccept.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Quest/ClientQuestAcceptHandler.cs","ClientQuestAccept; ClientQuestAcceptHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTQUESTCOMPLETE035D","OPC-CLIENT-CLIENTQUESTCOMPLETE-035D","WildStar64.exe","","ClientQuestComplete","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ClientQuestComplete.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Quest/ClientQuestCompleteHandler.cs","ClientQuestComplete; ClientQuestCompleteHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTQUESTRETRY0365","OPC-CLIENT-CLIENTQUESTRETRY-0365","WildStar64.exe","","ClientQuestRetry","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ClientQuestRetry.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Quest/ClientQuestRetryHandler.cs","ClientQuestRetry; ClientQuestRetryHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTQUESTSETIGNORE035E","OPC-CLIENT-CLIENTQUESTSETIGNORE-035E","WildStar64.exe","","ClientQuestSetIgnore","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ClientQuestSetIgnore.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Quest/ClientQuestSetIgnoreHandler.cs","ClientQuestSetIgnore; ClientQuestSetIgnoreHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTQUESTSETTRACKED0364","OPC-CLIENT-CLIENTQUESTSETTRACKED-0364","WildStar64.exe","","ClientQuestSetTracked","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ClientQuestSetTracked.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Quest/ClientQuestSetTrackedHandler.cs","ClientQuestSetTracked; ClientQuestSetTrackedHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTQUESTSHARE045F","OPC-CLIENT-CLIENTQUESTSHARE-045F","WildStar64.exe","","ClientQuestShare","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ClientQuestShare.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Quest/ClientQuestShareHandler.cs","ClientQuestShare; ClientQuestShareHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTQUESTSHARERESULT045E","OPC-CLIENT-CLIENTQUESTSHARERESULT-045E","WildStar64.exe","","ClientQuestShareResult","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ClientQuestShareResult.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Quest/ClientQuestShareResultHandler.cs","ClientQuestShareResult; ClientQuestShareResultHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTRAIDINFOREQUEST0719","OPC-CLIENT-CLIENTRAIDINFOREQUEST-0719","WildStar64.exe","","ClientRaidInfoRequest","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Instance/ClientRaidInfoRequest.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Instance/ClientRaidInfoRequestHandler.cs","ClientRaidInfoRequest; ClientRaidInfoRequestHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTRANDOMROLLREQUEST071B","OPC-CLIENT-CLIENTRANDOMROLLREQUEST-071B","WildStar64.exe","","ClientRandomRollRequest","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Utility/ClientRandomRollRequest.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Misc/ClientRandomRollRequestHandler.cs","ClientRandomRollRequest; ClientRandomRollRequestHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTREALMINFOREQUEST059C","OPC-CLIENT-CLIENTREALMINFOREQUEST-059C","WildStar64.exe","","ClientRealmInfoRequest","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Info/ClientRealmInfoRequest.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Info/ClientRealmInfoRequestHandler.cs","ClientRealmInfoRequest; ClientRealmInfoRequestHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTREALMLIST07A4","OPC-CLIENT-CLIENTREALMLIST-07A4","WildStar64.exe","","ClientRealmList","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Pregame/ClientRealmList.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Character/ClientRealmListHandler.cs","ClientRealmList; ClientRealmListHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTREALMLISTMESSAGEROW0762","OPC-CLIENT-CLIENTREALMLISTMESSAGEROW-0762","WildStar64.exe","","ClientRealmListMessageRow","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ClientUnresolvedDiagnosticPackets.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Misc/ClientUnresolvedDiagnosticHandlers.cs","ClientRealmListMessageRow; ClientRealmListMessageRowHandler","Correlated","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Promote to Mapped only after native registration and payload functions are copied into this row from focused evidence.","2026-06-11"
"TRACE-OPCCLIENTCLIENTREALMLISTREALMROW0760","OPC-CLIENT-CLIENTREALMLISTREALMROW-0760","WildStar64.exe","","ClientRealmListRealmRow","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ClientUnresolvedDiagnosticPackets.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Misc/ClientUnresolvedDiagnosticHandlers.cs","ClientRealmListRealmRow; ClientRealmListRealmRowHandler","Correlated","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Promote to Mapped only after native registration and payload functions are copied into this row from focused evidence.","2026-06-11"
"TRACE-OPCCLIENTCLIENTREALMTRANSFER0142","OPC-CLIENT-CLIENTREALMTRANSFER-0142","WildStar64.exe","","ClientRealmTransfer","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Pregame/ClientRealmTransfer.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Misc/ClientRealmTransferHandler.cs","ClientRealmTransfer; ClientRealmTransferHandler","Correlated","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Promote to Mapped only after native registration and payload functions are copied into this row from focused evidence.","2026-06-11"
"TRACE-OPCCLIENTCLIENTRECRUITMENTGUILDGETDETAILEDGUILDINFO076E","OPC-CLIENT-CLIENTRECRUITMENTGUILDGETDETAILEDGUILDINFO-076E","WildStar64.exe","","ClientRecruitmentGuildGetDetailedGuildInfo","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Guild/ClientRecruitmentGuildGetDetailedGuildInfo.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Guild/ClientRecruitmentGuildGetDetailedGuildInfoHandler.cs","ClientRecruitmentGuildGetDetailedGuildInfo; ClientRecruitmentGuildGetDetailedGuildInfoHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTRECRUITMENTGUILDSUBSCRIBE076F","OPC-CLIENT-CLIENTRECRUITMENTGUILDSUBSCRIBE-076F","WildStar64.exe","","ClientRecruitmentGuildSubscribe","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Guild/ClientRecruitmentGuildSubscribe.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Guild/ClientRecruitmentGuildSubscribeHandler.cs","ClientRecruitmentGuildSubscribe; ClientRecruitmentGuildSubscribeHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTREPAIRITEMVENDOR014C","OPC-CLIENT-CLIENTREPAIRITEMVENDOR-014C","WildStar64.exe","","ClientRepairItemVendor","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ClientRepairItemVendor.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Vendor/ClientVendorRepairHandlers.cs","ClientRepairItemVendor; ClientRepairItemVendorHandler","Correlated","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Promote to Mapped only after native registration and payload functions are copied into this row from focused evidence.","2026-06-11"
"TRACE-OPCCLIENTCLIENTREPAIRVENDORSTATUSREQUEST0167","OPC-CLIENT-CLIENTREPAIRVENDORSTATUSREQUEST-0167","WildStar64.exe","","ClientRepairVendorStatusRequest","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ClientRepairVendorStatusRequest.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Vendor/ClientVendorRepairHandlers.cs","ClientRepairVendorStatusRequest; ClientRepairVendorStatusRequestHandler","Correlated","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Promote to Mapped only after native registration and payload functions are copied into this row from focused evidence.","2026-06-11"
"TRACE-OPCCLIENTCLIENTREPLAYLEVELUP07A5","OPC-CLIENT-CLIENTREPLAYLEVELUP-07A5","WildStar64.exe","","ClientReplayLevelUp","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ClientReplayLevelUp.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Entity/Player/ClientReplayLevelHandler.cs","ClientReplayLevelUp; ClientReplayLevelHandler","Correlated","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Promote to Mapped only after native registration and payload functions are copied into this row from focused evidence.","2026-06-11"
"TRACE-OPCCLIENTCLIENTREPORTBUG0830","OPC-CLIENT-CLIENTREPORTBUG-0830","WildStar64.exe","","ClientReportBug","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Support/ClientReportBug.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Support/ClientSupportHandlers.cs","ClientReportBug; ClientReportBugHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTREQUESTACTIONSETCHANGES00B1","OPC-CLIENT-CLIENTREQUESTACTIONSETCHANGES-00B1","WildStar64.exe","","ClientRequestActionSetChanges","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Abilities/ClientRequestActionSetChanges.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Spell/ClientRequestActionSetChangesHandler.cs","ClientRequestActionSetChanges; ClientRequestActionSetChangesHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTREQUESTCOMMODITYINFO03E6","OPC-CLIENT-CLIENTREQUESTCOMMODITYINFO-03E6","WildStar64.exe","","ClientRequestCommodityInfo","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Marketplace/ClientRequestCommodityInfo.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Marketplace/ClientMarketplaceHandlers.cs","ClientRequestCommodityInfo; ClientRequestCommodityInfoHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTREQUESTINPUTKEYSET0570","OPC-CLIENT-CLIENTREQUESTINPUTKEYSET-0570","WildStar64.exe","","ClientRequestInputKeySet","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Option/ClientRequestInputKeySet.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Option/ClientRequestInputKeySetHandler.cs","ClientRequestInputKeySet; ClientRequestInputKeySetHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTREQUESTOWNEDCOMMODITYORDERS03EC","OPC-CLIENT-CLIENTREQUESTOWNEDCOMMODITYORDERS-03EC","WildStar64.exe","","ClientRequestOwnedCommodityOrders","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Marketplace/ClientRequestOwnedCommodityOrders.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Marketplace/ClientMarketplaceHandlers.cs","ClientRequestOwnedCommodityOrders; ClientRequestOwnedCommodityOrdersHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTREQUESTOWNEDITEMAUCTIONS03ED","OPC-CLIENT-CLIENTREQUESTOWNEDITEMAUCTIONS-03ED","WildStar64.exe","","ClientRequestOwnedItemAuctions","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Marketplace/ClientRequestOwnedItemAuctions.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Marketplace/ClientMarketplaceHandlers.cs","ClientRequestOwnedItemAuctions; ClientRequestOwnedItemAuctionsHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTRESETATTRIBUTEPOINTS0150","OPC-CLIENT-CLIENTRESETATTRIBUTEPOINTS-0150","WildStar64.exe","","ClientResetAttributePoints","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ClientResetAttributePoints.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Character/ClientAttributePointHandlers.cs","ClientResetAttributePoints; ClientResetAttributePointsHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTRESETINSTANCES07B4","OPC-CLIENT-CLIENTRESETINSTANCES-07B4","WildStar64.exe","","ClientResetInstances","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Instance/ClientResetInstances.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Instance/ClientResetInstancesHandler.cs","ClientResetInstances; ClientResetInstancesHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTRESETSINGLEINSTANCE0153","OPC-CLIENT-CLIENTRESETSINGLEINSTANCE-0153","WildStar64.exe","","ClientResetSingleInstance","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Instance/ClientResetSingleInstance.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Instance/ClientInstanceSettingsHandlers.cs","ClientResetSingleInstance; ClientResetSingleInstanceHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTRESPECAMPS0151","OPC-CLIENT-CLIENTRESPECAMPS-0151","WildStar64.exe","","ClientRespecAmps","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Abilities/ClientRespecAmps.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Spell/ClientRespecAmpsHandler.cs","ClientRespecAmps; ClientRespecAmpsHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTRESURRECTACCEPT015A","OPC-CLIENT-CLIENTRESURRECTACCEPT-015A","WildStar64.exe","","ClientResurrectAccept","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ClientResurrectAccept.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Entity/Player/ClientResurrectAcceptHandler.cs","ClientResurrectAccept; ClientResurrectAcceptHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTRESURRECTREQUEST00E4","OPC-CLIENT-CLIENTRESURRECTREQUEST-00E4","WildStar64.exe","","ClientResurrectRequest","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ClientResurrectRequest.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Entity/Player/ClientResurrectRequestHandler.cs","ClientResurrectRequest; ClientResurrectRequestHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTREWARDUPDATEREQUEST07CC","OPC-CLIENT-CLIENTREWARDUPDATEREQUEST-07CC","WildStar64.exe","","ClientRewardUpdateRequest","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ClientRewardUpdateRequest.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Reward/ClientRewardUpdateRequestHandler.cs","ClientRewardUpdateRequest; ClientRewardUpdateRequestHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTSELECTREALM07DF","OPC-CLIENT-CLIENTSELECTREALM-07DF","WildStar64.exe","","ClientSelectRealm","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Pregame/ClientSelectRealm.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Character/ClientSelectRealmHandler.cs","ClientSelectRealm; ClientSelectRealmHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTSELLITEMTOVENDOR0166","OPC-CLIENT-CLIENTSELLITEMTOVENDOR-0166","WildStar64.exe","","ClientSellItemToVendor","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/ClientVendorSell.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Vendor/ClientVendorSellHandler.cs","ClientVendorSell; ClientVendorSellHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
"TRACE-OPCCLIENTCLIENTSETIGNOREDUELREQUESTS0170","OPC-CLIENT-CLIENTSETIGNOREDUELREQUESTS-0170","WildStar64.exe","","ClientSetIgnoreDuelRequests","Client opcode coverage","CoverageModelHandler","Source/NexusForever.Network.World/Message/Model/Pvp/ClientSetIgnoreDuelRequests.cs; Source/NexusForever.WorldServer/Network/Message/Handler/Pvp/ClientPvpHandlers.cs","ClientSetIgnoreDuelRequests; ClientSetIgnoreDuelRequestsHandler","Observed","","Decomp/Analysis/coverage/opcode_coverage_inventory.csv","Native registration and payload evidence have not yet been recorded in coverage; run a focused decompile pass before semantic use.","2026-06-11"
