evidence_kind,script_scope,source_path,source_line,script_owner_ids,script_creature_ids,script_filter_name,source_call,source_symbol,source_excerpt,progression_targeting,quest_id,quest_title,quest_bucket,quest_completion_status,objective_id,objective_type_id,objective_type_name,object_id,update_count,achievement_id,achievement_title,matched_quest_ids,matched_quest_titles,matched_quest_objective_ids,matched_objective_text,reference_link_status,owner_link_status,source_trace_status,source_trace_detail,source_trace_sources,evidence_status,evidence_sources,manual_validation,completion_status,blocker_summary
script_quest_objective_update,script_main,Source\NexusForever.Script.Main\Quests\NorthernWilds\Q3486EmpoweredTower.cs,152,,11924;11925,,ObjectiveUpdate,ArrivalObjective,"player.QuestManager.ObjectiveUpdate(ArrivalObjective, 1u);",direct_quest_objective,3486,Empowered Tower,curated_full,not_retail_complete,4987,5,ActivateEntity,0,1,,,3486,Empowered Tower,4987,"Follow the power cables that lead north of the <text Link=""Location:19398"">Ancient Tower</text>",direct_objective_row_matched,script_owner_not_declared,literal_or_constant_client_reference_tracked,objective_expression=ArrivalObjective;link_status=numeric_constant_resolved,Source/NexusForever.Script.Main;wildstar_client_mysql,runtime_q3486_crystal_guardian_arrival_credit_hook_tested,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Tools/DataMapping/review/creature_bridge_overrides.csv;Tools/DataMapping/output/creature_quest_map.csv;Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/output/creature_spawn_map.csv;Source/NexusForever.Script.Main/Quests/NorthernWilds/NorthernWildsMapScript.cs;Source/NexusForever.Script.Main/Quests/NorthernWilds/Q3486EmpoweredTower.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsBranchInteractionTests.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsQuestChainTests.cs,pending,not_retail_complete,"Q3486 Crystal Guardian kill credit is covered by focused tests for accepted quest, missing quest, and non-player killer paths. Remaining combat/client, reward, achievement, and end-to-end smoke stay tracked by the parent quest/objective/world blockers."
script_quest_typed_objective_update,script_main,Source\NexusForever.Script.Main\Quests\NorthernWilds\Q3486EmpoweredTower.cs,153,,11924;11925,,ObjectiveUpdate,QuestObjectiveType.VirtualCollect,"player.QuestManager.ObjectiveUpdate(QuestObjectiveType.VirtualCollect, Q3486LoftiteCrystalCollector.VirtualItemReward, 1u);",typed_quest_objective,3486,Empowered Tower,curated_full,not_retail_complete,,32,VirtualCollect,Q3486LoftiteCrystalCollector.VirtualItemReward,1,,,3486,Empowered Tower,,,typed_objective_dynamic_object,quest_state_guard_matches_quest,dynamic_progression_source_expression_tracked,object_id=Q3486LoftiteCrystalCollector.VirtualItemReward;object_link_status=source_expression_tracked;guard_quest_ids=3486,Source/NexusForever.Script.Main,runtime_q3486_crystal_guardian_virtual_collect_hook_tested,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Tools/DataMapping/review/creature_bridge_overrides.csv;Tools/DataMapping/output/creature_quest_map.csv;Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/output/creature_spawn_map.csv;Source/NexusForever.Script.Main/Quests/NorthernWilds/NorthernWildsMapScript.cs;Source/NexusForever.Script.Main/Quests/NorthernWilds/Q3486EmpoweredTower.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsBranchInteractionTests.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsQuestChainTests.cs,pending,not_retail_complete,"Q3486 Crystal Guardian virtual item 206 credit is covered by focused tests that pin the guarded kill-credit path and virtual-collect update. Remaining combat/client, reward, achievement, and end-to-end smoke stay tracked by the parent quest/objective/world blockers."
script_quest_objective_update,script_main,Source\NexusForever.Script.Main\Quests\NorthernWilds\Q3487Shellshock.cs,59,,11251,,ObjectiveUpdate,OverloadDominionCannonsObjective,"activator.QuestManager.ObjectiveUpdate(OverloadDominionCannonsObjective, checklistIndex);",direct_quest_objective,3487,Shellshock!,curated_full,not_retail_complete,4489,10,ScriptedTargetGroupChecklist,1322,checklistIndex,,,3487,Shellshock!,4489,"Overload $m(creature=11251) in <text Link=""Location:19395"">Camp Icefury</text>",direct_objective_row_matched,script_owner_not_declared,literal_or_constant_client_reference_tracked,objective_expression=OverloadDominionCannonsObjective;link_status=numeric_constant_resolved,Source/NexusForever.Script.Main;wildstar_client_mysql,script_quest_objective_update_matched_pending_owner_review,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Achievement.tbl.sql;Source/NexusForever.Game/Quest;Source/NexusForever.Game/Achievement,pending,not_retail_complete,"Scripted quest objective progression hook is tracked, but retail completion needs exact trigger timing, objective state, repeat/overcredit behavior, reward side effects, and quest smoke."
script_achievement_grant,script_main,Source\NexusForever.Script.Main\Quests\NorthernWilds\Q3487Shellshock.cs,134,,12526,,GrantAchievement,AchievementWarbot,player.AchievementManager.GrantAchievement(AchievementWarbot);,achievement_id,,,,,,,,,,1296,Warbot Wrangler,,,,,achievement_row_matched,script_owner_not_declared,literal_or_constant_client_reference_tracked,achievement_expression=AchievementWarbot;link_status=numeric_constant_resolved,Source/NexusForever.Script.Main;wildstar_client_mysql,script_achievement_grant_target_matched_pending_unlock_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Achievement.tbl.sql;Source/NexusForever.Game/Quest;Source/NexusForever.Game/Achievement,pending,not_retail_complete,"Scripted achievement grant hook is tracked, but retail completion needs exact unlock conditions, duplicate behavior, quest/progression linkage, rewards/titles, and achievement UI smoke."
script_quest_objective_update,script_main,Source\NexusForever.Script.Main\Quests\NorthernWilds\Q3667TheTower.cs,66,,11194,,ObjectiveUpdate,QObjTerminal,"player.QuestManager.ObjectiveUpdate(QObjTerminal, 1u);",direct_quest_objective,3667,The Tower,curated_full,not_retail_complete,4770,5,ActivateEntity,11194,1,,,3667,The Tower,4770,"Investigate the <text Link=""Location:19398"">Ancient Tower</text>, which is generating the snowstorm",direct_objective_row_matched,script_owner_not_declared,literal_or_constant_client_reference_tracked,objective_expression=QObjTerminal;link_status=numeric_constant_resolved,Source/NexusForever.Script.Main;wildstar_client_mysql,script_quest_objective_update_matched_pending_owner_review,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Achievement.tbl.sql;Source/NexusForever.Game/Quest;Source/NexusForever.Game/Achievement,pending,not_retail_complete,"Scripted quest objective progression hook is tracked, but retail completion needs exact trigger timing, objective state, repeat/overcredit behavior, reward side effects, and quest smoke."
script_quest_objective_update,script_main,Source\NexusForever.Script.Main\Quests\NorthernWilds\Q3673ContactWithThayd.cs,69,3673,,,ObjectiveUpdate,HiddenCompletionObjective,"Owner.ObjectiveUpdate(HiddenCompletionObjective, 1u);",direct_quest_objective,3673,Contact with Thayd,curated_full,not_retail_complete,13391,5,ActivateEntity,0,1,,,3673,Contact with Thayd,13391,,direct_objective_row_matched,script_owner_matches_quest,literal_or_constant_client_reference_tracked,objective_expression=HiddenCompletionObjective;link_status=numeric_constant_resolved,Source/NexusForever.Script.Main;wildstar_client_mysql,script_quest_objective_update_matched_pending_trigger_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Achievement.tbl.sql;Source/NexusForever.Game/Quest;Source/NexusForever.Game/Achievement,pending,not_retail_complete,"Scripted quest objective progression hook is tracked, but retail completion needs exact trigger timing, objective state, repeat/overcredit behavior, reward side effects, and quest smoke."
script_quest_typed_objective_update,script_main,Source\NexusForever.Script.Main\Quests\NorthernWilds\Q3741ScatteredSupplies.cs,43,,,,ObjectiveUpdate,QuestObjectiveType.VirtualCollect,"activator.QuestManager.ObjectiveUpdate(QuestObjectiveType.VirtualCollect, ExileSuppliesVirtualItem, 1u);",typed_quest_objective,3741,Scattered Supplies,generic_with_script,not_retail_complete,,32,VirtualCollect,363,1,,,3741,Scattered Supplies,4813,"Gather $(vitem=363) from the $m(creature=12919) scattered outside of <text Link=""Location:19397"">Settler's Reach</text>",typed_objective_row_matched,quest_state_guard_matches_quest,literal_or_constant_client_reference_tracked,object_id=ExileSuppliesVirtualItem;object_link_status=numeric_constant_resolved;guard_quest_ids=3741,Source/NexusForever.Script.Main;wildstar_client_mysql,script_quest_typed_objective_update_matched_pending_trigger_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Achievement.tbl.sql;Source/NexusForever.Game/Quest;Source/NexusForever.Game/Achievement,pending,not_retail_complete,"Scripted quest objective progression hook is tracked, but retail completion needs exact trigger timing, objective state, repeat/overcredit behavior, reward side effects, and quest smoke."
script_quest_typed_objective_update,script_main,Source\NexusForever.Script.Main\Quests\NorthernWilds\Q3777ByLeapsAndBounds.cs,54,,,,ObjectiveUpdate,QuestObjectiveType.ActivateEntity,"player.QuestManager.ObjectiveUpdate(QuestObjectiveType.ActivateEntity, FirstFragmentActivateEntity, 1u);",typed_quest_objective,3777,By Leaps and Bounds,generic_with_script,not_retail_complete,,5,ActivateEntity,6952,1,,,3777,By Leaps and Bounds,5076,"Collect a $(item=6998) from <text Link=""Location:19394"">the Loftite Cliffs</text> by jumping through it",typed_objective_row_matched,quest_state_guard_matches_quest,literal_or_constant_client_reference_tracked,object_id=FirstFragmentActivateEntity;object_link_status=numeric_constant_resolved;guard_quest_ids=3777,Source/NexusForever.Script.Main;wildstar_client_mysql,script_quest_typed_objective_update_matched_pending_trigger_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Achievement.tbl.sql;Source/NexusForever.Game/Quest;Source/NexusForever.Game/Achievement,pending,not_retail_complete,"Scripted quest objective progression hook is tracked, but retail completion needs exact trigger timing, objective state, repeat/overcredit behavior, reward side effects, and quest smoke."
script_quest_typed_objective_update,script_main,Source\NexusForever.Script.Main\Quests\NorthernWilds\Q3777ByLeapsAndBounds.cs,55,,,,ObjectiveUpdate,QuestObjectiveType.CollectItem,"player.QuestManager.ObjectiveUpdate(QuestObjectiveType.CollectItem, PureLoftiteFragmentItem, 1u);",typed_quest_objective,3777,By Leaps and Bounds,generic_with_script,not_retail_complete,,4,CollectItem,6998,1,,,3777,By Leaps and Bounds,4859,Collect $m(item=6998) for $(creature=15759),typed_objective_row_matched,quest_state_guard_matches_quest,literal_or_constant_client_reference_tracked,object_id=PureLoftiteFragmentItem;object_link_status=numeric_constant_resolved;guard_quest_ids=3777,Source/NexusForever.Script.Main;wildstar_client_mysql,script_quest_typed_objective_update_matched_pending_trigger_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Achievement.tbl.sql;Source/NexusForever.Game/Quest;Source/NexusForever.Game/Achievement,pending,not_retail_complete,"Scripted quest objective progression hook is tracked, but retail completion needs exact trigger timing, objective state, repeat/overcredit behavior, reward side effects, and quest smoke."
script_quest_objective_update,script_main,Source\NexusForever.Script.Main\Quests\NorthernWilds\Q3781CaptivesOfTheDominion.cs,42,,12537;21015;21016,,ObjectiveUpdate,ObjectiveRescueCaptives,"activator.QuestManager.ObjectiveUpdate(ObjectiveRescueCaptives, 1u);",direct_quest_objective,3781,Captives of the Dominion,generic_with_script,not_retail_complete,4880,5,ActivateEntity,2143,1,,,3781,Captives of the Dominion,4880,"Rescue $m(creature=12537) from the Dominion in <text Link=""Location:19395"">Camp Icefury</text>",direct_objective_row_matched,script_owner_not_declared,literal_or_constant_client_reference_tracked,objective_expression=ObjectiveRescueCaptives;link_status=numeric_constant_resolved,Source/NexusForever.Script.Main;wildstar_client_mysql,script_quest_objective_update_matched_pending_owner_review,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Achievement.tbl.sql;Source/NexusForever.Game/Quest;Source/NexusForever.Game/Achievement,pending,not_retail_complete,"Scripted quest objective progression hook is tracked, but retail completion needs exact trigger timing, objective state, repeat/overcredit behavior, reward side effects, and quest smoke."
script_quest_objective_update,script_main,Source\NexusForever.Script.Main\Quests\NorthernWilds\Q4526SpatialAnomaly.cs,64,,12535,,ObjectiveUpdate,CatchSpatialAnomalyObjective,"player.QuestManager.ObjectiveUpdate(CatchSpatialAnomalyObjective, 1u);",direct_quest_objective,4526,Spatial Anomaly,generic_with_script,not_retail_complete,6165,5,ActivateEntity,0,1,,,4526,Spatial Anomaly,6165,Follow the $(creature=12535) and attempt to catch it,direct_objective_row_matched,script_owner_not_declared,literal_or_constant_client_reference_tracked,objective_expression=CatchSpatialAnomalyObjective;link_status=numeric_constant_resolved,Source/NexusForever.Script.Main;wildstar_client_mysql,script_quest_objective_update_matched_pending_owner_review,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Achievement.tbl.sql;Source/NexusForever.Game/Quest;Source/NexusForever.Game/Achievement,pending,not_retail_complete,"Scripted quest objective progression hook is tracked, but retail completion needs exact trigger timing, objective state, repeat/overcredit behavior, reward side effects, and quest smoke."
script_quest_objective_update,script_main,Source\NexusForever.Script.Main\Quests\Q10510LearningToShop.cs,44,10510,,,ObjectiveUpdate,QObjPurchaseSmartShopper,"player.QuestManager.ObjectiveUpdate(QObjPurchaseSmartShopper, 1u);",direct_quest_objective,10510,Learning to Shop,curated_full,not_retail_complete,21267,5,ActivateEntity,0,1,,,10510,Learning to Shop,21267,"Purchase ""Title: Smart Shopper"" with your OmniBit from the Beginner Basics section of the In-Game Store and redeem it to your character inventory",direct_objective_row_matched,script_owner_matches_quest,literal_or_constant_client_reference_tracked,objective_expression=QObjPurchaseSmartShopper;link_status=numeric_constant_resolved,Source/NexusForever.Script.Main;wildstar_client_mysql,script_quest_objective_update_matched_pending_trigger_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Achievement.tbl.sql;Source/NexusForever.Game/Quest;Source/NexusForever.Game/Achievement,pending,not_retail_complete,"Scripted quest objective progression hook is tracked, but retail completion needs exact trigger timing, objective state, repeat/overcredit behavior, reward side effects, and quest smoke."
script_quest_add,script_main,Source\NexusForever.Script.Main\Quests\Tutorial\Q10528EscapePod.cs,92,10528,,,QuestAdd,questInfo<-destination.WelcomeQuestId,owner.Player.QuestManager.QuestAdd(questInfo);,quest_info,10528,Bon Voyage,curated_full,not_retail_complete,,,,,,,,,,,,dynamic_quest_info,script_owner_is_other_current_quest,dynamic_progression_source_expression_tracked,quest_info_source=questInfo=GetQuestInfo(destination.WelcomeQuestId);link_status=source_expression_tracked,Source/NexusForever.Script.Main,script_quest_add_dynamic_quest_info_pending_trace,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Achievement.tbl.sql;Source/NexusForever.Game/Quest;Source/NexusForever.Game/Achievement,pending,not_retail_complete,"Scripted quest grant hook is tracked, but retail completion needs prerequisite, duplicate, visibility, accept-state, and quest-chain smoke."
script_quest_add,script_main,Source\NexusForever.Script.Main\Quests\Tutorial\Q10530EscapePod.cs,92,10530,,,QuestAdd,questInfo<-destination.WelcomeQuestId,owner.Player.QuestManager.QuestAdd(questInfo);,quest_info,10530,Bon Voyage,curated_full,not_retail_complete,,,,,,,,,,,,dynamic_quest_info,script_owner_is_other_current_quest,dynamic_progression_source_expression_tracked,quest_info_source=questInfo=GetQuestInfo(destination.WelcomeQuestId);link_status=source_expression_tracked,Source/NexusForever.Script.Main,script_quest_add_dynamic_quest_info_pending_trace,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Achievement.tbl.sql;Source/NexusForever.Game/Quest;Source/NexusForever.Game/Achievement,pending,not_retail_complete,"Scripted quest grant hook is tracked, but retail completion needs prerequisite, duplicate, visibility, accept-state, and quest-chain smoke."
script_quest_objective_update,script_main,Source\NexusForever.Script.Main\Tutorial\StarterTutorialQuestScript.cs,102,10513;10521;10527;10532,,,ObjectiveUpdate,objective.ObjectiveInfo.Id,"owner.ObjectiveUpdate(objective.ObjectiveInfo.Id, Math.Max(1u, objective.ObjectiveInfo.Entry.Count));",dynamic_objective,,,,,,,,,"Math.Max(1u, objective.ObjectiveInfo.Entry.Count)",,,,,,,dynamic_objective_expression,script_owner_is_other_current_quest,dynamic_progression_source_expression_tracked,objective_expression=objective.ObjectiveInfo.Id;link_status=source_expression_tracked,Source/NexusForever.Script.Main,script_quest_objective_update_dynamic_runtime_context_pending_trace,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Achievement.tbl.sql;Source/NexusForever.Game/Quest;Source/NexusForever.Game/Achievement,pending,not_retail_complete,"Scripted quest objective progression hook is tracked, but retail completion needs exact trigger timing, objective state, repeat/overcredit behavior, reward side effects, and quest smoke."
script_quest_typed_objective_update,script_main,Source\NexusForever.Script.Main\Tutorial\TutorialHousingProjectorEntityScript.cs,75,,73741,,ObjectiveUpdate,QuestObjectiveType.EnterZone,"activator.QuestManager.ObjectiveUpdate(QuestObjectiveType.EnterZone, NexusVirtualityZoneId, 1u);",typed_quest_objective,,,,,,17,EnterZone,4965,1,,,10525;10526,A Claim to Stake;A Claim to Stake,21344;21377,Right-click the $(creature=73741) or press '$keybinding=12' to continue to the Protostar Model Skyplot;Right-click the $(creature=73741) or press '$keybinding=12' to continue to the Protostar Model Skyplot,typed_objective_row_matched,quest_state_guard_matches_quest,literal_or_constant_client_reference_tracked,object_id=NexusVirtualityZoneId;object_link_status=numeric_constant_resolved;guard_quest_ids=10525;10526,Source/NexusForever.Script.Main;wildstar_client_mysql,script_quest_typed_objective_update_matched_pending_trigger_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Achievement.tbl.sql;Source/NexusForever.Game/Quest;Source/NexusForever.Game/Achievement,pending,not_retail_complete,"Scripted quest objective progression hook is tracked, but retail completion needs exact trigger timing, objective state, repeat/overcredit behavior, reward side effects, and quest smoke."
script_quest_add,script_main,Source\NexusForever.Script.Main\Tutorial\TutorialMapScript.cs,802,3460,,,QuestAdd,questInfo<-questId,player.QuestManager.QuestAdd(questInfo);,quest_info,,,,,,,,,,,,,,,,dynamic_quest_info,script_owner_not_current_quest,dynamic_progression_source_expression_tracked,quest_info_source=questInfo=GetQuestInfo(questId);link_status=source_expression_tracked,Source/NexusForever.Script.Main,script_quest_add_dynamic_quest_info_pending_trace,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Achievement.tbl.sql;Source/NexusForever.Game/Quest;Source/NexusForever.Game/Achievement,pending,not_retail_complete,"Scripted quest grant hook is tracked, but retail completion needs prerequisite, duplicate, visibility, accept-state, and quest-chain smoke."
script_quest_objective_update,script_main,Source\NexusForever.Script.Main\Tutorial\TutorialMapScript.cs,837,3460,,,ObjectiveUpdate,objective.ObjectiveInfo.Id,"quest.ObjectiveUpdate(objective.ObjectiveInfo.Id, 1u);",dynamic_objective,,,,,,,,,1,,,,,,,dynamic_objective_expression,script_owner_not_current_quest,dynamic_progression_source_expression_tracked,objective_expression=objective.ObjectiveInfo.Id;link_status=source_expression_tracked,Source/NexusForever.Script.Main,script_quest_objective_update_dynamic_runtime_context_pending_trace,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Achievement.tbl.sql;Source/NexusForever.Game/Quest;Source/NexusForever.Game/Achievement,pending,not_retail_complete,"Scripted quest objective progression hook is tracked, but retail completion needs exact trigger timing, objective state, repeat/overcredit behavior, reward side effects, and quest smoke."
