evidence_kind,source_map,source_row_id,quest_id,quest_title,quest_bucket,quest_completion_status,quest_link_status,jabbithole_contract_id,contract_game_id,jabbithole_quest_id,jabbithole_quest_name,client_quest_name,contract_quality,contract_type,reward_track_type,xp,related_jabbithole_id,related_client_id,related_source_name,related_client_name,match_status,relation_match_status,tier,cost,amount,choice_idx,is_casque,enabled,first_seen_in,last_seen_in,evidence_status,evidence_sources,manual_validation,completion_status,blocker_summary
contract_creature,contract_creature_map.csv,2518,9913,Residual Profits,generic_table_driven,not_retail_complete,current_quest,,,2917,Residual Profits,Residual Profits,,,,,27465,52957,Absolute Terror,Absolute Terror,unique_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,2539,9913,Residual Profits,generic_table_driven,not_retail_complete,current_quest,,,2917,Residual Profits,Residual Profits,,,,,21772,53100,Keeper of Air,Keeper of Air,scored_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,2540,9913,Residual Profits,generic_table_driven,not_retail_complete,current_quest,,,2917,Residual Profits,Residual Profits,,,,,22182,53101,Keeper of Life,Keeper of Life,scored_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,2547,9913,Residual Profits,generic_table_driven,not_retail_complete,current_quest,,,2917,Residual Profits,Residual Profits,,,,,21799,52567,Zealous Carver,Zealous Carver,unique_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,2548,9913,Residual Profits,generic_table_driven,not_retail_complete,current_quest,,,2917,Residual Profits,Residual Profits,,,,,21796,52568,Zealous Rifleman,Zealous Rifleman,unique_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,2549,9913,Residual Profits,generic_table_driven,not_retail_complete,current_quest,,,2917,Residual Profits,Residual Profits,,,,,21837,52566,Zealous Saboteur,Zealous Saboteur,unique_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,2550,9913,Residual Profits,generic_table_driven,not_retail_complete,current_quest,,,2917,Residual Profits,Residual Profits,,,,,21670,52570,Zealous Healer,Zealous Healer,unique_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,2551,9913,Residual Profits,generic_table_driven,not_retail_complete,current_quest,,,2917,Residual Profits,Residual Profits,,,,,21802,52565,Zealous Corruptor,Zealous Corruptor,unique_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,2552,9913,Residual Profits,generic_table_driven,not_retail_complete,current_quest,,,2917,Residual Profits,Residual Profits,,,,,22132,51960,Corrupted Mind-Seizer,Corrupted Mind-Seizer,unique_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,2563,9913,Residual Profits,generic_table_driven,not_retail_complete,current_quest,,,2917,Residual Profits,Residual Profits,,,,,21868,56235,Speartip Security,Speartip Security,unique_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,2564,9913,Residual Profits,generic_table_driven,not_retail_complete,current_quest,,,2917,Residual Profits,Residual Profits,,,,,21867,56236,Speartip Engineer,Speartip Engineer,unique_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,2596,9913,Residual Profits,generic_table_driven,not_retail_complete,current_quest,,,2917,Residual Profits,Residual Profits,,,,,21965,51998,Yellowtail Fury,Yellowtail Fury,unique_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,2597,9913,Residual Profits,generic_table_driven,not_retail_complete,current_quest,,,2917,Residual Profits,Residual Profits,,,,,21902,51996,Golden Stag,Golden Stag,unique_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,2616,9913,Residual Profits,generic_table_driven,not_retail_complete,current_quest,,,2917,Residual Profits,Residual Profits,,,,,27217,51960,Corrupted Mind-Seizer,Corrupted Mind-Seizer,unique_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,2617,9913,Residual Profits,generic_table_driven,not_retail_complete,current_quest,,,2917,Residual Profits,Residual Profits,,,,,27220,51952,Gale,Gale,unique_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,2644,9913,Residual Profits,generic_table_driven,not_retail_complete,current_quest,,,2917,Residual Profits,Residual Profits,,,,,27533,62439,Corrupted Forsaken Chastiser,Corrupted Forsaken Chastiser,unique_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,2673,9913,Residual Profits,generic_table_driven,not_retail_complete,current_quest,,,2917,Residual Profits,Residual Profits,,,,,27310,54666,Scorchwing Scorchling,Scorchwing Scorchling,unique_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,2674,9913,Residual Profits,generic_table_driven,not_retail_complete,current_quest,,,2917,Residual Profits,Residual Profits,,,,,27150,53918,Scorchwing,Scorchwing,unique_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,2675,9913,Residual Profits,generic_table_driven,not_retail_complete,current_quest,,,2917,Residual Profits,Residual Profits,,,,,27292,53918,Scorchwing,Scorchwing,unique_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,2793,9913,Residual Profits,generic_table_driven,not_retail_complete,current_quest,,,2917,Residual Profits,Residual Profits,,,,,27384,51966,Galeforce Gribbon,Galeforce Gribbon,unique_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,2794,9913,Residual Profits,generic_table_driven,not_retail_complete,current_quest,,,2917,Residual Profits,Residual Profits,,,,,27575,51967,Lavaflow Magma,Lavaflow Magma,unique_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,2795,9913,Residual Profits,generic_table_driven,not_retail_complete,current_quest,,,2917,Residual Profits,Residual Profits,,,,,27629,51976,Primal Geode,Primal Geode,scored_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,2796,9913,Residual Profits,generic_table_driven,not_retail_complete,current_quest,,,2917,Residual Profits,Residual Profits,,,,,27209,51968,Frostburn Gronyx,Frostburn Gronyx,unique_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,2883,9913,Residual Profits,generic_table_driven,not_retail_complete,current_quest,,,2917,Residual Profits,Residual Profits,,,,,27744,51960,Corrupted Mind-Seizer,Corrupted Mind-Seizer,unique_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,339,9914,Fragmentation,generic_table_driven,not_retail_complete,current_quest,,,2910,Fragmentation,Fragmentation,,,,,26152,55001,Dreadsiege Slimer,Dreadsiege Slimer,unique_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,340,9914,Fragmentation,generic_table_driven,not_retail_complete,current_quest,,,2910,Fragmentation,Fragmentation,,,,,26701,54862,Perfection Corrupted,Perfection Corrupted,unique_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,341,9914,Fragmentation,generic_table_driven,not_retail_complete,current_quest,,,2910,Fragmentation,Fragmentation,,,,,26155,63480,Dreadsiege Dispatcher,Dreadsiege Dispatcher,unique_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,342,9914,Fragmentation,generic_table_driven,not_retail_complete,current_quest,,,2910,Fragmentation,Fragmentation,,,,,26267,54996,Dreadsiege Peeper,Dreadsiege Peeper,unique_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,343,9914,Fragmentation,generic_table_driven,not_retail_complete,current_quest,,,2910,Fragmentation,Fragmentation,,,,,26157,55003,Dreadsiege Supplicant,Dreadsiege Supplicant,unique_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
contract_creature,contract_creature_map.csv,344,9914,Fragmentation,generic_table_driven,not_retail_complete,current_quest,,,2910,Fragmentation,Fragmentation,,,,,26216,54998,Dreadsiege Slither,Dreadsiege Slither,unique_name,matched,,,,,,true,,7,mapped_only_contract_creature_pending_bridge_review_spawn_client_smoke,Tools/DataMapping/output/contract_creature_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Game/Quest/ContractManager.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/AssetManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending,not_retail_complete,"Contract creature evidence feeds the table-backed contract objective path; reviewed bridges have generic target-group/objective-credit test coverage, while mapped-only bridges still need review. Retail-complete proof still needs spawn availability, placement/tap behavior, and client contract smoke."
