evidence_kind,script_scope,source_path,source_line,script_owner_ids,source_call,source_symbol,reference_id,client_link_status,client_text,client_world_id,client_world_zone_id,client_creature_id,cinematic_interface,cinematic_implementation_class,cinematic_implementation_path,cinematic_duration_ms,runtime_payload_status,enum_namespace,evidence_status,evidence_sources,manual_validation,completion_status,blocker_summary
script_cinematic_reference,script_main,Source\NexusForever.Script.Main\Tutorial\TutorialCombatProjectorEntityScript.cs,110,,CreateCinematic,INoviceTutorialCombatProjector,,missing_runtime_cinematic_id,,,,,INoviceTutorialCombatProjector,NoviceTutorialCombatProjector,Source\NexusForever.Game\Cinematic\Cinematics\NoviceTutorialCombatProjector.cs,10000,runtime_placeholder_or_wip_payload,,script_cinematic_placeholder_pending_payload_mapping,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Source/NexusForever.Game/Cinematic/Cinematics;Source/NexusForever.Game.Abstract/Cinematic/Cinematics;Tools/DataMapping/output/client_source_cinematic_map.csv;wildstar_client_mysql/Cinematic.tbl.sql,pending,not_retail_complete,"Scripted cinematic reference is tracked, but retail completion needs exact trigger/replay timing, Cinematic.tbl id linkage, actor/camera/text payload proof, completion callback behavior, and client smoke."
script_cinematic_reference,script_main,Source\NexusForever.Script.Main\Tutorial\TutorialMapScript.cs,230,3460,CreateCinematic,INoviceTutorialOnEnter,,missing_runtime_cinematic_id,,,,,INoviceTutorialOnEnter,NoviceTutorialOnEnter,Source\NexusForever.Game\Cinematic\Cinematics\NoviceTutorialOnEnter.cs,50000,runtime_placeholder_or_wip_payload,,script_cinematic_placeholder_pending_payload_mapping,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Source/NexusForever.Game/Cinematic/Cinematics;Source/NexusForever.Game.Abstract/Cinematic/Cinematics;Tools/DataMapping/output/client_source_cinematic_map.csv;wildstar_client_mysql/Cinematic.tbl.sql,pending,not_retail_complete,"Scripted cinematic reference is tracked, but retail completion needs exact trigger/replay timing, Cinematic.tbl id linkage, actor/camera/text payload proof, completion callback behavior, and client smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\ColdbloodCitadel\ColdbloodCitadelEventScript.cs,187,907,,CommunicatorMessage.TowerEngineerRenhakul1,8154,client_row_matched,Outsiders! You have come at last. Hurry. The Winterfury tribe cannot hold long. Lend what strength you can bring to bear.,0,6023,75707,,,,,,NexusForever.Script.Instance.Dungeon.ColdbloodCitadel,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\ColdbloodCitadel\ColdbloodCitadelEventScript.cs,281,907,,CommunicatorMessage.TowerEngineerRenhakul11,8164,client_row_matched,"Kherax was a master of his craft, designing this citadel. A shame he fell many years ago. He served the Masters well.",0,6023,75707,,,,,,NexusForever.Script.Instance.Dungeon.ColdbloodCitadel,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\ColdbloodCitadel\ColdbloodCitadelEventScript.cs,333,907,,CommunicatorMessage.TowerEngineerRenhakul4,8157,client_row_matched,"Bah! Too slow, outsiders! The monstrous king breathes once more! Your unworthy hands must destroy him before he walks free. Do not fail me!",0,6023,75707,,,,,,NexusForever.Script.Instance.Dungeon.ColdbloodCitadel,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\ProtogamesAcademy\ProtogamesAcademyEventScript.cs,196,667,,CommunicatorMessage.PhineasARotostar1,7438,client_row_matched,"You turned him into scrap metal, but it's time to evacuate!",0,4505,68342,,,,,,NexusForever.Script.Instance.Dungeon.ProtogamesAcademy,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\ProtogamesAcademy\ProtogamesAcademyEventScript.cs,204,667,,CommunicatorMessage.PhineasARotostar2,7439,client_row_matched,"Remember the importance of interrupting your foes, contestants, but this time there's a new challenge: Don't stand in the red!",0,4505,68342,,,,,,NexusForever.Script.Instance.Dungeon.ProtogamesAcademy,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\ProtogamesAcademy\ProtogamesAcademyEventScript.cs,209,667,,CommunicatorMessage.PhineasARotostar3,7440,client_row_matched,"You dodged her attacks AND you interrupted her spells, but this is no time for celebrating!",0,4505,68342,,,,,,NexusForever.Script.Instance.Dungeon.ProtogamesAcademy,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\ProtogamesAcademy\ProtogamesAcademyEventScript.cs,217,667,,CommunicatorMessage.PhineasARotostar4,7441,client_row_matched,"Our contestants know the drill by now. Let's see them flawlessly execute this fight. Interrupt those casts and stay out of the red, contestants!",0,4505,68342,,,,,,NexusForever.Script.Instance.Dungeon.ProtogamesAcademy,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\ProtogamesAcademy\ProtogamesAcademyEventScript.cs,222,667,,CommunicatorMessage.PhineasARotostar5,7442,client_row_matched,"Protostar congratulates you on a positive outcome! Congratulations, you!",0,4505,68342,,,,,,NexusForever.Script.Instance.Dungeon.ProtogamesAcademy,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\ProtogamesAcademy\ProtogamesAcademyEventScript.cs,234,667,,CommunicatorMessage.PhineasARotostar6,7443,client_row_matched,"Well done, contestants! You dealt with additional enemies and managed threat generation to win like experts!",0,4505,68342,,,,,,NexusForever.Script.Instance.Dungeon.ProtogamesAcademy,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\ProtogamesAcademy\ProtogamesAcademyEventScript.cs,242,667,,CommunicatorMessage.PhineasARotostar7,7444,client_row_matched,"Let's see how well these contestants manage threat when asked to move around. Watch your step, folks!",0,4505,68342,,,,,,NexusForever.Script.Instance.Dungeon.ProtogamesAcademy,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\ProtogamesAcademy\ProtogamesAcademyEventScript.cs,247,667,,CommunicatorMessage.PhineasARotostar8,7446,client_row_matched,"Our contestants have overcome every challenge, but will they finally meet their match with this next foe? Let's find out!",0,4505,68342,,,,,,NexusForever.Script.Instance.Dungeon.ProtogamesAcademy,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\ProtogamesAcademy\ProtogamesAcademyEventScript.cs,259,667,,CommunicatorMessage.PhineasARotostar9,7447,client_row_matched,"You passed this last test with flying colors, contestants! Well done!",0,4505,68342,,,,,,NexusForever.Script.Instance.Dungeon.ProtogamesAcademy,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\RuinsOfKelVoreth\Script\DigsiteScarMessageTriggerScript.cs,11,847,,CommunicatorMessage.AvraDarkos5,3957,client_row_matched,Rotted ruin! Defense systems. You'll be safer if you can shut down the lab's phase blasters. Or feel free to be vaporized. The choice is up to you.,0,1329,39809,,,,,,NexusForever.Script.Instance.Dungeon.RuinsOfKelVoreth,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\RuinsOfKelVoreth\Script\DrokkMessageTriggerScript.cs,16,446,,CommunicatorMessage.AvraDarkos6,3958,client_row_matched,"What's this? A war construct has enslaved its beastly mechanical brethren. I don't care how it was done, destroy him!",0,1329,39809,,,,,,NexusForever.Script.Instance.Dungeon.RuinsOfKelVoreth,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\RuinsOfKelVoreth\Script\DrokkMessageTriggerScript.cs,16,446,,CommunicatorMessage.ToricAntevian5,3946,client_row_matched,"By the Scions, look at that mechanical monstrosity! Somehow it's controlling Eldan constructs - probably using something the Osun unearthed below. In the name of Dominus, destroy that machine!",0,1329,39831,,,,,,NexusForever.Script.Instance.Dungeon.RuinsOfKelVoreth,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\RuinsOfKelVoreth\Script\TheExaniteForgesMessageTriggerScript.cs,11,449,,CommunicatorMessage.AvraDarkos8,3960,client_row_matched,I can barely believe the Osun were once capable of such complex and colossal craftsmanship. We mustn't let them regain their bygone glory.,0,1329,39809,,,,,,NexusForever.Script.Instance.Dungeon.RuinsOfKelVoreth,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\SanctuaryOfTheSwordmaiden\SanctuaryOfTheSwordmaidenEventScript.cs,68,166,,CommunicatorMessage.SpiritMotherSelene14,4829,client_row_matched,"Dareia. Among the Sisters of Toria, she was one of the strongest. I will mourn her.",0,0,49505,,,,,,NexusForever.Script.Instance.Dungeon.SanctuaryOfTheSwordmaiden,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\SanctuaryOfTheSwordmaiden\Script\FlameMinibossMessageTriggerScript.cs,46,504,,CommunicatorMessage.SpiritMotherSelene8,4823,client_row_matched,"What is this foul thing? It radiates immense power, but it has defiled this grove. In the name of Vitara, kill him!",0,0,49505,,,,,,NexusForever.Script.Instance.Dungeon.SanctuaryOfTheSwordmaiden,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\Skullcano\SkullcanoEventScript.cs,94,148,,CommunicatorMessage.ArtemisZin2,2515,client_row_matched,"Sensors show a spike in ambient temperature! Never fear... Chief Kaskalak has some ""Lopp magic"" to help his friends survive the volcano's heat.",0,0,25781,,,,,,NexusForever.Script.Instance.Dungeon.Skullcano,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\Skullcano\SkullcanoEventScript.cs,94,148,,CommunicatorMessage.DorianWalker2,2514,client_row_matched,"Hold up, sport! The temperature's spikin' somethin' fierce! Look for Chief Kaskalak. He's got some ""Lopp magic"" that'll help ya survive the volcano's heat!",0,0,25779,,,,,,NexusForever.Script.Instance.Dungeon.Skullcano,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\Skullcano\SkullcanoEventScript.cs,110,148,,CommunicatorMessage.ArtemisZin3,2516,client_row_matched,"Oh, Light of the Luminai! The heat in there is getting worse! Watch out for lava flows, and the local inhabitants.",0,0,25781,,,,,,NexusForever.Script.Instance.Dungeon.Skullcano,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\Skullcano\SkullcanoEventScript.cs,110,148,,CommunicatorMessage.DorianWalker3,2517,client_row_matched,"I'm seein' lots of lava up ahead, buck. Some hostile natives, too, looks like. Watch your step!",0,0,25779,,,,,,NexusForever.Script.Instance.Dungeon.Skullcano,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\Skullcano\SkullcanoEventScript.cs,116,148,,CommunicatorMessage.ArtemisZin4,2519,client_row_matched,Not bad. You should be able to see the Redmoon's operations from where you are. I need coverage here - what are they up to?,0,0,25781,,,,,,NexusForever.Script.Instance.Dungeon.Skullcano,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\Skullcano\SkullcanoEventScript.cs,116,148,,CommunicatorMessage.DorianWalker4,2518,client_row_matched,"You should be lookin' at the Redmoon camp, boss. Time to get in there 'n' find out what they're up to!",0,0,25779,,,,,,NexusForever.Script.Instance.Dungeon.Skullcano,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\Skullcano\SkullcanoEventScript.cs,119,148,,CommunicatorMessage.ArtemisZin5,2520,client_row_matched,"Plot twist! They're not just space pirates - the Redmoon have taken slaves. You know, freeing those people would be a great PR move.",0,0,25781,,,,,,NexusForever.Script.Instance.Dungeon.Skullcano,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\Skullcano\SkullcanoEventScript.cs,119,148,,CommunicatorMessage.DorianWalker5,2521,client_row_matched,"Why, them no-good, half-wit sons-a-Daguns! The Redmoon are keepin' slaves! Was good of you to let 'em go, slick. No one deserves that!",0,0,25779,,,,,,NexusForever.Script.Instance.Dungeon.Skullcano,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\Skullcano\SkullcanoEventScript.cs,135,148,,CommunicatorMessage.ArtemisZin9,2529,client_row_matched,News flash! The Redmoon's cluster missiles are exposed! Hack the launch panels. We'll give our audience some fireworks.,0,0,25781,,,,,,NexusForever.Script.Instance.Dungeon.Skullcano,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Dungeon\Skullcano\SkullcanoEventScript.cs,135,148,,CommunicatorMessage.DorianWalker9,2530,client_row_matched,I've got a job for you! Hack the Redmoon's missile launch panels and send some o' them cluster missiles down on 'em! Give 'em what for!,0,0,25779,,,,,,NexusForever.Script.Instance.Dungeon.Skullcano,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\EventInstance\ShadesEve\ShadesEveMainEventScript.cs,81,597,,CommunicatorMessage.TheAngel5,7153,client_row_matched,You made it! There's someone close by who can lead you onward. But be careful; you won't find many... friendly people here.,0,4382,65933,,,,,,NexusForever.Script.Instance.EventInstances.ShadesEve,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\EventInstance\ShadesEve\ShadesEveMainEventScript.cs,127,597,,CommunicatorMessage.TheAngel1,7152,client_row_matched,I can't take you any further... but a village lies just beyond the woods. I can sense a new evil... something horrible. You must make your way there.,0,4382,65933,,,,,,NexusForever.Script.Instance.EventInstances.ShadesEve,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,333,781,,CommunicatorMessage.CaptainWeir2,7747,client_row_matched,"Great Navigator! Look at all those dead Mordesh! Whatever happened, it must've been pretty horrible. See what you can find out... you know, carefully.",0,4816,70999,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,343,781,,CommunicatorMessage.CaptainWeir3,7748,client_row_matched,Shipwrecks! That door panel's shot! Look around for some spare parts so you can jury-rig it.,0,4816,70999,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
script_communicator_message,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,356,781,,CommunicatorMessage.CaptainWeir5,8076,client_row_matched,Those spare parts you collected should do the trick. With a little elbow grease you'll be able to rig that door panel in no time. Give it a shot.,0,4816,70999,,,,,,NexusForever.Script.Instance.Expedition.EvilFromTheEther,script_communicator_message_client_row_matched_pending_trigger_targeting_ui_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance;Tools/DataMapping/output/client_source_communicatormessages_map.csv;wildstar_client_mysql/CommunicatorMessages.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Scripted communicator message evidence is tracked, but retail completion needs exact trigger timing, recipient/faction targeting, chained message behavior, UI presentation, and content smoke."
