content_type,world_id,instance_name,dependency_type,dependency_id,entity_id,creature_id,entity_type,area_id,event_id,phase,script_name,stat,value,x,y,z,rx,ry,rz,display_info,outfit_info,faction1,faction2,quest_checklist_idx,active_prop_id,world_socket_id,mode,reconciliation_field,reconciliation_value,related_events,related_scripts,related_stats,source_comment,evidence_status,evidence_sources,manual_validation,completion_status,blocker_summary
raid,1333,Datascape,entity,1100300069,1100300069,48065,0,2371,,,,,,-22076.3,598.146,-15934.1,1,0,0,28678,0,1171,1171,0,0,0,0,,,157:12,HyperAcceleratedSkeledroidEntityScript,0=21300000;10=50,"Datascape Hyper-Accelerated Skeledroid; source creature 48065; event 157 phase 12; Branch SQL supplies placed Hyper-Accelerated Skeledroid coordinates; current C# activates this sub-objective during LogicWingRoom1, so phase 12 is WIP-guessed.",reviewed_laughingws_instance_entity_pending_spawn_and_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed instance placement is tracked, but retail completion needs spawn lifecycle, interaction/combat behavior, choreography, reward/loot hooks, and manual instance smoke."
raid,1333,Datascape,entity,1100300070,1100300070,48374,0,2373,,,,,,-22050.2,619.71,-14309.2,2.56983,0,0,28901,0,1171,1171,0,0,0,0,,,157:14,AugmentedHeraldOfAvatusEntityScript,0=9100000;10=50,"Datascape Augmented Herald of Avatus; source creature 48374; event 157 phase 14; Branch SQL supplies placed Augmented Herald coordinates; current C# activates this sub-objective during LogicWingRoom3, so phase 14 is WIP-guessed.",reviewed_laughingws_instance_entity_pending_spawn_and_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed instance placement is tracked, but retail completion needs spawn lifecycle, interaction/combat behavior, choreography, reward/loot hooks, and manual instance smoke."
raid,1333,Datascape,entity,1100300071,1100300071,48295,0,1594,,,,,,-4018.35,-905.709,2575.45,-1.7226,0,0,36939,0,1171,1171,0,0,0,0,,,157:19,WarmongerAgrathaEntityScript,0=12500000;10=50,Datascape Warmonger Agratha; source creature 48295; event 157 phase 19; Branch SQL supplies placed Warmonger Agratha coordinates; phase 19 is WIP-guessed from the current Datascape event script.,reviewed_laughingws_instance_entity_pending_spawn_and_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed instance placement is tracked, but retail completion needs spawn lifecycle, interaction/combat behavior, choreography, reward/loot hooks, and manual instance smoke."
raid,1333,Datascape,entity,1100300072,1100300072,48916,0,4478,,,,,,-4350.04,-913.187,2404.41,-1.44454,0,0,36939,0,1171,1171,0,0,0,0,,,157:20,WarmongerChunaEntityScript,0=12500000;10=50,Datascape Warmonger Chuna; source creature 48916; event 157 phase 20; Branch SQL supplies placed Warmonger Chuna coordinates; phase 20 is WIP-guessed from the current Datascape event script.,reviewed_laughingws_instance_entity_pending_spawn_and_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed instance placement is tracked, but retail completion needs spawn lifecycle, interaction/combat behavior, choreography, reward/loot hooks, and manual instance smoke."
raid,1333,Datascape,entity,1100300073,1100300073,48917,0,4479,,,,,,-4359.49,-903.383,2590.74,0.19367,0,0,36939,0,1171,1171,0,0,0,0,,,157:21,WarmongerTalariiEntityScript,0=12500000;10=50,Datascape Warmonger Talarii; source creature 48917; event 157 phase 21; Branch SQL supplies placed Warmonger Talarii coordinates; phase 21 is WIP-guessed from the current Datascape event script.,reviewed_laughingws_instance_entity_pending_spawn_and_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed instance placement is tracked, but retail completion needs spawn lifecycle, interaction/combat behavior, choreography, reward/loot hooks, and manual instance smoke."
raid,1333,Datascape,entity,1100300074,1100300074,48177,0,1479,,,,,,-4403.72,-821.913,2679.14,-1.63275,0,0,36938,0,1171,1171,0,0,0,0,,,157:22,GrandWarmongerTargreshEntityScript,0=14500000;10=50,Datascape Grand Warmonger Targresh; source creature 48177; event 157 phase 22; Branch SQL supplies placed Grand Warmonger Targresh coordinates; phase 22 is WIP-guessed from the current Datascape event script.,reviewed_laughingws_instance_entity_pending_spawn_and_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed instance placement is tracked, but retail completion needs spawn lifecycle, interaction/combat behavior, choreography, reward/loot hooks, and manual instance smoke."
raid,1333,Datascape,entity,1100300075,1100300075,30505,0,1301,,,,,,618,-198.7,-174,1.61258,0,0,28937,0,1171,1171,0,0,0,0,,,157:26,DatascapeAvatusEntityScript,0=72000000;10=50,Datascape Avatus; source creature 30505; event 157 phase 26; Branch SQL supplies placed Avatus coordinates; phase 26 is WIP-guessed from the current Datascape event script's Avatus phase.,reviewed_laughingws_instance_entity_pending_spawn_and_mechanics_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed instance placement is tracked, but retail completion needs spawn lifecycle, interaction/combat behavior, choreography, reward/loot hooks, and manual instance smoke."
dungeon,3522,Coldblood Citadel,entity_event,1100300001:event:907:1,1100300001,75508,0,0,907,1,,,,459.544,-467.2018,-596.769,0,0,0,24808,0,691,691,0,0,0,0,,,,,,"Coldblood Citadel Hailstone Gatecrasher; source creature 75508; event 907 phase 1; Branch SQL supplies event 907 phase 1, level stat 50, and HailstoneGatecrasherEntityScript; current C# has the WIP-guessed event script and matching entity script.",reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
dungeon,3522,Coldblood Citadel,entity_event,1100300002:event:907:0,1100300002,75624,10,0,907,0,,,,604.33,-475.452,-322.957,0,0,0,30327,0,219,219,0,0,0,0,,,,,,Coldblood Citadel Gather Ring; source creature 75624; event 907 phase 0; Branch SQL supplies event 907 phase 0; current C# tracks and removes PublicEventCreature.GatherRing during the WIP-guessed phase handoff.,reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
dungeon,3522,Coldblood Citadel,entity_event,1100300003:event:907:2,1100300003,75698,4,0,907,2,,,,371,-456.92,-592.31,1.570796327,0,0,36619,0,219,219,0,0,0,0,,,,,,"Coldblood Citadel Coldblood Gate; source creature 75698; event 907 phase 2; Branch SQL supplies event 907 phase 2; exact door choreography is still blocked, so this remains a WIP placement row.",reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
event_instance,3094,Map\ProtostarWinterfest,entity_event,1100300004:event:679:0,1100300004,68636,10,0,679,0,,,,560.946,-908.0902,119.026,0,0,0,30327,0,219,219,0,0,0,0,,,,,,"Protostar SuperMall Gather Marker; source creature 68636; event 679 phase 0; Branch SQL supplies event 679 phase 0; current runtime only has the map binding, so event routing/cinematics remain blocked.",reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
expedition,2149,Space Madness,entity_event,1100300005:event:390:0,1100300005,45900,0,2483,390,0,,,,-14.70037,4.950619,337.0874,0,0,0,28578,0,466,466,0,0,0,0,,,,,,Space Madness Captain Tero; source creature 45900; event 390 phase 0; Branch SQL supplies event 390 phase 0 and the current Space Madness event script starts at TalkToCaptainTero; placement is preserved as WIP/GUESSED pending manual expedition smoke.,reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
expedition,2149,Space Madness,entity_event,1100300006:event:390:1,1100300006,45812,0,2482,390,1,,,,-40.0482,4.858062,310.5947,0,0,0,29020,9128,219,219,0,0,0,0,,,,,,Space Madness Major Lee Barmy; source creature 45812; event 390 phase 1; Branch SQL supplies event 390 phase 1 and the current Space Madness event script advances to TalkToMajorLeeBarmy; placement is preserved as WIP/GUESSED pending manual expedition smoke.,reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
expedition,2149,Space Madness,entity_event,1100300007:event:390:2,1100300007,45972,10,2415,390,2,,,,-39.72298,7.399887,158.1838,0,0,0,23951,0,219,219,0,0,0,0,,,,,,"Space Madness Observation Deck Computer; source creature 45972; event 390 phase 2; Branch SQL supplies event 390 phase 2 for the observation-deck computer; the source comment says coordinates need fixing, so this remains WIP/GUESSED placement data.",reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
expedition,2149,Space Madness,entity_event,1100300008:event:390:3,1100300008,46092,10,2415,390,3,,,,7.77,7.399887,84.36,0,0,0,23951,0,219,219,0,0,0,0,,,,,,"Space Madness Hazmat Control Panel; source creature 46092; event 390 phase 3; Branch SQL supplies event 390 phase 3 for the hazmat control panel; the source comment says coordinates need fixing, so this remains WIP/GUESSED placement data.",reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
expedition,2149,Space Madness,entity_event,1100300009:event:390:4,1100300009,46483,0,2415,390,4,,,,25.23,-2.91,120.42,1.57079,0,0,27827,0,218,218,0,0,0,0,,,,,,"Space Madness Exact Change 3.0; source creature 46483; event 390 phase 4; Branch SQL supplies event 390 phase 4 and source level/stat notes for Exact Change 3.0; current script only activates the livestock phase objective, so combat behavior remains blocked.",reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
expedition,2149,Space Madness,entity_event,1100300010:event:390:4,1100300010,46714,0,2415,390,4,,,,7.12621,-2.9093,112.0714,2.64731,0,0,26022,9347,218,218,0,0,0,0,,,,,,"Space Madness Blazing Crewman A; source creature 46714; event 390 phase 4; Branch SQL supplies the first event 390 phase 4 Blazing Crewman row; current script only activates phase objectives, so spawn/combat behavior remains WIP/GUESSED.",reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
expedition,2149,Space Madness,entity_event,1100300011:event:390:4,1100300011,46714,0,2415,390,4,,,,12.919,-2.91,124.5722,2.64731,0,0,26022,9347,218,218,0,0,0,0,,,,,,"Space Madness Blazing Crewman B; source creature 46714; event 390 phase 4; Branch SQL supplies the second event 390 phase 4 Blazing Crewman row; current script only activates phase objectives, so spawn/combat behavior remains WIP/GUESSED.",reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
expedition,2149,Space Madness,entity_event,1100300012:event:390:5,1100300012,45981,10,2415,390,5,,,,4.41,0,72.89,0,0,0,23951,0,219,219,0,0,0,0,,,,,,"Space Madness Hazmat Suit; source creature 45981; event 390 phase 5; Branch SQL supplies event 390 phase 5 for the hazmat suit; the source comment says coordinates need fixing, so this remains WIP/GUESSED placement data.",reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
expedition,2183,Gauntlet,entity_event,1100300013:event:446:0,1100300013,48580,0,2620,446,0,,,,541.0117,0.2229719,-513.6139,0,0,0,21338,0,219,219,0,0,0,0,,,,,,Gauntlet Pilot Taboro; source creature 48580; event 446 phase 0; Branch SQL supplies event 446 phase 0 and the current Gauntlet event script starts at TalkToPilotTaboro; placement is preserved as WIP/GUESSED pending manual expedition smoke.,reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
expedition,1319,Outpost M-13,entity_event,1100300017:event:108:0,1100300017,41201,0,1540,108,0,,,,9791.18,-932.668,5264.279,0,0,0,28578,0,466,466,0,0,0,0,,,,,,Outpost M-13 Captain Milo; source creature 41201; event 108 phase 0; Branch SQL supplies event 108 phase 0 and the current Outpost M-13 event script starts at TalkToCaptainMilo; placement is preserved as WIP/GUESSED pending manual expedition smoke.,reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
expedition,3404,Evil from the Ether,entity_event,1100300018:event:781:23,1100300018,71847,0,0,781,23,,,,-62.29986,-826.7423,315.39798,-3.1415925,-0,0,24324,0,219,219,0,0,0,0,,,,,,"Evil from the Ether Drive Spark A; source creature 71847; event 781 phase 23; Branch SQL supplies event 781 phase 23, which maps to the current PickUpDriveSchematics phase; official DB has no matching row, so this is WIP/GUESSED visual/objective-phase placement only.",reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
expedition,3404,Evil from the Ether,entity_event,1100300019:event:781:23,1100300019,71847,0,0,781,23,,,,-42.11708,-819.4943,316.413,-3.1415925,-0,0,24324,0,219,219,0,0,0,0,,,,,,"Evil from the Ether Drive Spark B; source creature 71847; event 781 phase 23; Branch SQL supplies event 781 phase 23, which maps to the current PickUpDriveSchematics phase; official DB has no matching row, so this is WIP/GUESSED visual/objective-phase placement only.",reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
expedition,3404,Evil from the Ether,entity_event,1100300020:event:781:23,1100300020,71847,0,0,781,23,,,,-50.01624,-826.74396,309.8,-3.1415925,-0,0,24324,0,219,219,0,0,0,0,,,,,,"Evil from the Ether Drive Spark C; source creature 71847; event 781 phase 23; Branch SQL supplies event 781 phase 23, which maps to the current PickUpDriveSchematics phase; official DB has no matching row, so this is WIP/GUESSED visual/objective-phase placement only.",reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
expedition,3404,Evil from the Ether,entity_event,1100300021:event:781:23,1100300021,71847,0,0,781,23,,,,-63.714478,-817.7603,312.456,-3.1415925,-0,0,24324,0,219,219,0,0,0,0,,,,,,"Evil from the Ether Drive Spark D; source creature 71847; event 781 phase 23; Branch SQL supplies event 781 phase 23, which maps to the current PickUpDriveSchematics phase; official DB has no matching row, so this is WIP/GUESSED visual/objective-phase placement only.",reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
expedition,3404,Evil from the Ether,entity_event,1100300022:event:781:23,1100300022,71847,0,0,781,23,,,,-43.03138,-826.57556,313.40698,-3.1415925,-0,0,24324,0,219,219,0,0,0,0,,,,,,"Evil from the Ether Drive Spark E; source creature 71847; event 781 phase 23; Branch SQL supplies event 781 phase 23, which maps to the current PickUpDriveSchematics phase; official DB has no matching row, so this is WIP/GUESSED visual/objective-phase placement only.",reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
expedition,3404,Evil from the Ether,entity_event,1100300023:event:781:23,1100300023,71847,0,0,781,23,,,,-51.01272,-819.90674,320.367,-3.1415925,-0,0,24324,0,219,219,0,0,0,0,,,,,,"Evil from the Ether Drive Spark F; source creature 71847; event 781 phase 23; Branch SQL supplies event 781 phase 23, which maps to the current PickUpDriveSchematics phase; official DB has no matching row, so this is WIP/GUESSED visual/objective-phase placement only.",reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
expedition,3404,Evil from the Ether,entity_event,1100300024:event:781:23,1100300024,71847,0,0,781,23,,,,-59.60385,-818.0261,320.757,-3.1415925,-0,0,24324,0,219,219,0,0,0,0,,,,,,"Evil from the Ether Drive Spark G; source creature 71847; event 781 phase 23; Branch SQL supplies event 781 phase 23, which maps to the current PickUpDriveSchematics phase; official DB has no matching row, so this is WIP/GUESSED visual/objective-phase placement only.",reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
expedition,3404,Evil from the Ether,entity_event,1100300025:event:781:23,1100300025,71847,0,0,781,23,,,,-47.63262,-813.7216,320.81198,-3.1415925,-0,0,24324,0,219,219,0,0,0,0,,,,,,"Evil from the Ether Drive Spark H; source creature 71847; event 781 phase 23; Branch SQL supplies event 781 phase 23, which maps to the current PickUpDriveSchematics phase; official DB has no matching row, so this is WIP/GUESSED visual/objective-phase placement only.",reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
expedition,3404,Evil from the Ether,entity_event,1100300026:event:781:23,1100300026,71847,0,0,781,23,,,,-55.35622,-815.50745,306.914,-3.1415925,-0,0,24324,0,219,219,0,0,0,0,,,,,,"Evil from the Ether Drive Spark I; source creature 71847; event 781 phase 23; Branch SQL supplies event 781 phase 23, which maps to the current PickUpDriveSchematics phase; official DB has no matching row, so this is WIP/GUESSED visual/objective-phase placement only.",reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
expedition,3404,Evil from the Ether,entity_event,1100300027:event:781:23,1100300027,71847,0,0,781,23,,,,-58.10405,-818.83215,310.94598,-3.1415925,-0,0,24324,0,219,219,0,0,0,0,,,,,,"Evil from the Ether Drive Spark J; source creature 71847; event 781 phase 23; Branch SQL supplies event 781 phase 23, which maps to the current PickUpDriveSchematics phase; official DB has no matching row, so this is WIP/GUESSED visual/objective-phase placement only.",reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
expedition,3404,Evil from the Ether,entity_event,1100300028:event:781:23,1100300028,71847,0,0,781,23,,,,-51.504288,-820.1912,304.748,-3.1415925,-0,0,24324,0,219,219,0,0,0,0,,,,,,"Evil from the Ether Drive Spark K; source creature 71847; event 781 phase 23; Branch SQL supplies event 781 phase 23, which maps to the current PickUpDriveSchematics phase; official DB has no matching row, so this is WIP/GUESSED visual/objective-phase placement only.",reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
dungeon,3173,Protogames Academy,entity_event,1100300029:event:667:8,1100300029,62475,20,4651,667,8,,,,-24400.19,-974.6682,-28977.15,0,0,0,35019,0,219,219,0,0,0,0,,,,,,"Protogames Academy portal A; source creature 62475; event 667 phase 8; Branch SQL supplies event 667 phase 8, but the source notes the portal may belong only to Ultimate Protogames; current C# uses a dynamic WIP teleporter trigger, so this static portal remains WIP/GUESSED.",reviewed_laughingws_entity_event_pending_phase_smoke,Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql;Tools/DataMapping/extract_laughingws_instance_entities.py;Source/NexusForever.Script.Instance;Decomp/Analysis/LAUGHINGWS_INSTANCES_AND_MORE_AUDIT.md,pending,not_retail_complete,"Reviewed entity_event phase binding is tracked, but retail completion needs phase activation, visibility, cleanup timing, and manual instance smoke."
