content_type,world_id,instance_name,reward_source,source_id,source_name,reward_rotation_content_id,reward_rotation_content_type,match_type_enum,world_difficulty_enum,reward_item_type,reward_item_object,item2_id,item_count,currency_type_id,currency_value,xp_earned,item2_id_level_scale,item_count_level_scale,currency_type_id_level_scale,currency_value_level_scale,xp_earned_level_scale,global_reward_rotation_item_ids,global_reward_rotation_modifier_ids,global_reward_rotation_essence_ids,evidence_status,evidence_sources,manual_validation,completion_status,blocker_summary
dungeon,1271,Sanctuary of the Swordmaiden,matching_random_reward,14,Prime: Sanctuary of the Swordmaiden,,,14,1,,,92290,1,1,500000,250000,0,0,0,0,0,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
dungeon,1271,Sanctuary of the Swordmaiden,public_event_reward_rotation_content,166,The Sanctuary Defiled,14,1,,,,,,,,,,,,,,,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_public_event_reward_rotation_content_pending_event_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Public-event reward-rotation content is tracked, but retail completion needs event completion, schedule selection, reward grant, and client reward presentation smoke."
expedition,1319,Outpost M-13,matching_random_reward,11,Prime: Outpost M-13,,,11,1,,,92288,1,1,300000,150000,0,0,0,0,0,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
expedition,1319,Outpost M-13,matching_random_reward,9,Outpost M-13,,,8,0,,,92287,1,1,150000,75000,0,0,1,75000,37500,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
expedition,1319,Outpost M-13,matching_random_reward,15,Prime: Outpost M-13,,,15,1,,,92288,1,1,300000,150000,0,0,0,0,0,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
expedition,1319,Outpost M-13,public_event_reward_rotation_content,108,Outpost M-13,19,3,,,,,,,,,,,,,,,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_public_event_reward_rotation_content_pending_event_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Public-event reward-rotation content is tracked, but retail completion needs event completion, schedule selection, reward grant, and client reward presentation smoke."
dungeon,1336,Ruins of Kel Voreth,match_type_reward_rotation_content_random_normal,11,Ruins of Kel Voreth,46,6,1,,,,,,,,,,,,,,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_match_type_reward_rotation_content_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Match-type reward-rotation content is tracked, but retail completion needs queue completion, random/veteran selection, schedule grant, and client reward presentation smoke."
dungeon,1336,Ruins of Kel Voreth,matching_random_reward,2,Ruins of Kel Voreth,,,1,0,,,92289,1,1,250000,125000,0,0,1,125000,62500,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
dungeon,1336,Ruins of Kel Voreth,matching_random_reward,10,Prime: Ruins of Kel Voreth,,,10,1,,,92290,1,1,500000,250000,0,0,0,0,0,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
dungeon,1336,Ruins of Kel Voreth,matching_random_reward,14,Prime: Ruins of Kel Voreth,,,14,1,,,92290,1,1,500000,250000,0,0,0,0,0,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
dungeon,1336,Ruins of Kel Voreth,public_event_reward_rotation_content,161,Forging an Armageddon,15,1,,,,,,,,,,,,,,,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_public_event_reward_rotation_content_pending_event_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Public-event reward-rotation content is tracked, but retail completion needs event completion, schedule selection, reward grant, and client reward presentation smoke."
expedition,1627,Rage Logic,matching_random_reward,11,Prime: Rage Logic,,,11,1,,,92288,1,1,300000,150000,0,0,0,0,0,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
expedition,1627,Rage Logic,matching_random_reward,9,Rage Logic,,,8,0,,,92287,1,1,150000,75000,0,0,1,75000,37500,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
expedition,1627,Rage Logic,matching_random_reward,15,Prime: Rage Logic,,,15,1,,,92288,1,1,300000,150000,0,0,0,0,0,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
expedition,1627,Rage Logic,public_event_reward_rotation_content,214,Expedition: Rage Logic,20,3,,,,,,,,,,,,,,,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_public_event_reward_rotation_content_pending_event_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Public-event reward-rotation content is tracked, but retail completion needs event completion, schedule selection, reward grant, and client reward presentation smoke."
expedition,2149,Space Madness,matching_random_reward,11,Prime: Space Madness,,,11,1,,,92288,1,1,300000,150000,0,0,0,0,0,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
expedition,2149,Space Madness,matching_random_reward,9,Space Madness,,,8,0,,,92287,1,1,150000,75000,0,0,1,75000,37500,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
expedition,2149,Space Madness,matching_random_reward,15,Prime: Space Madness,,,15,1,,,92288,1,1,300000,150000,0,0,0,0,0,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
expedition,2149,Space Madness,public_event_reward_rotation_content,390,Expedition: Space Madness,21,3,,,,,,,,,,,,,,,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_public_event_reward_rotation_content_pending_event_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Public-event reward-rotation content is tracked, but retail completion needs event completion, schedule selection, reward grant, and client reward presentation smoke."
expedition,2183,Gauntlet,matching_random_reward,11,Prime: Gauntlet,,,11,1,,,92288,1,1,300000,150000,0,0,0,0,0,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
expedition,2183,Gauntlet,matching_random_reward,9,Gauntlet,,,8,0,,,92287,1,1,150000,75000,0,0,1,75000,37500,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
expedition,2183,Gauntlet,matching_random_reward,15,Prime: Gauntlet,,,15,1,,,92288,1,1,300000,150000,0,0,0,0,0,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
expedition,2183,Gauntlet,public_event_reward_rotation_content,446,Expedition: The Gauntlet,22,3,,,,,,,,,,,,,,,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_public_event_reward_rotation_content_pending_event_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Public-event reward-rotation content is tracked, but retail completion needs event completion, schedule selection, reward grant, and client reward presentation smoke."
expedition,2188,Deep Space Exploration,matching_random_reward,11,Prime: Deep Space Exploration,,,11,1,,,92288,1,1,300000,150000,0,0,0,0,0,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
expedition,2188,Deep Space Exploration,matching_random_reward,9,Deep Space Exploration,,,8,0,,,92287,1,1,150000,75000,0,0,1,75000,37500,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
expedition,2188,Deep Space Exploration,matching_random_reward,15,Prime: Deep Space Exploration,,,15,1,,,92288,1,1,300000,150000,0,0,0,0,0,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
expedition,2188,Deep Space Exploration,public_event_reward_rotation_content,447,Deep Space Exploration,23,3,,,,,,,,,,,,,,,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_public_event_reward_rotation_content_pending_event_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Public-event reward-rotation content is tracked, but retail completion needs event completion, schedule selection, reward grant, and client reward presentation smoke."
dungeon,2980,Ultimate Protogames,matching_random_reward,10,Prime: Ultimate Protogames,,,10,1,,,92290,1,1,500000,250000,0,0,0,0,0,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
dungeon,2980,Ultimate Protogames,matching_random_reward,14,Prime: Ultimate Protogames,,,14,1,,,92290,1,1,500000,250000,0,0,0,0,0,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
dungeon,2980,Ultimate Protogames,public_event_reward_rotation_content,594,Ultimate Protogames,16,1,,,,,,,,,,,,,,,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_public_event_reward_rotation_content_pending_event_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Public-event reward-rotation content is tracked, but retail completion needs event completion, schedule selection, reward grant, and client reward presentation smoke."
event_instance,3044,Map\ShadesEveInstance,matching_random_reward,9,Holiday Expedition: Quiet Downs,,,8,0,,,92287,1,1,150000,75000,0,0,1,75000,37500,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
event_instance,3094,Map\ProtostarWinterfest,matching_random_reward,9,Holiday Expedition: SuperMall-in-the-Sky,,,8,0,,,92287,1,1,150000,75000,0,0,1,75000,37500,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
dungeon,3173,Protogames Academy,matching_random_reward,10,Prime: Protogames Academy,,,10,1,,,92290,1,1,500000,250000,0,0,0,0,0,3;4;5;6;7;18,5;6;7;9;10;11;12;15;16;17;18;21;22;23;24;25,5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24,client_matching_random_reward_pending_queue_reward_smoke,wildstar_client_mysql/World.tbl.sql;wildstar_client_mysql/PublicEvent.tbl.sql;wildstar_client_mysql/MatchingGameMap.tbl.sql;wildstar_client_mysql/MatchTypeRewardRotationContent.tbl.sql;wildstar_client_mysql/MatchingRandomReward.tbl.sql;wildstar_client_mysql/RewardRotation*.tbl.sql;Source/NexusForever.Game/Account/Reward,pending,not_retail_complete,"Matching random reward row is tracked, but retail completion needs queue completion, reward roll/selection, grant behavior, and client reward presentation smoke."
