evidence_kind,script_scope,source_path,source_line,script_owner_ids,script_filter_name,source_call,action_category,reference_kind,source_symbol,reference_id,reference_link_status,client_reference_status,client_reference_name,client_reference_sources,source_trace_status,source_trace_detail,source_trace_sources,source_excerpt,evidence_status,evidence_sources,manual_validation,completion_status,blocker_summary
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Dungeon\UltimateProtogames\UltimateProtogamesEventScript.cs,894,594,,CreateEntity,script_entity_create,entity_type,INonPlayerEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,INonPlayerEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,INonPlayerEntity,Source/NexusForever.Script.*,INonPlayerEntity crate = publicEvent.CreateEntity<INonPlayerEntity>();,runtime_up_mondos_crate_create_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Script.Instance/Dungeon/UltimateProtogames/UltimateProtogamesEventScript.cs;Source/NexusForever.Game.Tests/Instances/UltimateProtogamesEventScriptTests.cs,automated_focus_pass,not_retail_complete,"Ultimate Protogames Mondo's Crate create action is covered by focused tests proving the reviewed model, script binding, duplicate guard, and map-add position. Timed room mechanics, rewards, achievements, and client smoke remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Dungeon\UltimateProtogames\UltimateProtogamesEventScript.cs,1071,594,,CreateEntity,script_entity_create,entity_type,INonPlayerEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,INonPlayerEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,INonPlayerEntity,Source/NexusForever.Script.*,INonPlayerEntity ruffles = publicEvent.CreateEntity<INonPlayerEntity>();,runtime_up_ruffles_create_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Script.Instance/Dungeon/UltimateProtogames/UltimateProtogamesEventScript.cs;Source/NexusForever.Game.Tests/Instances/UltimateProtogamesEventScriptTests.cs,automated_focus_pass,not_retail_complete,"Ultimate Protogames Ruffles create action is covered by focused tests proving the reviewed model, script binding, duplicate guard, and map-add position. Hunt mechanics, rewards, achievements, and client smoke remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Dungeon\UltimateProtogames\UltimateProtogamesEventScript.cs,1149,594,,CreateEntity,script_entity_create,entity_type,INonPlayerEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,INonPlayerEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,INonPlayerEntity,Source/NexusForever.Script.*,INonPlayerEntity gildedFowl = publicEvent.CreateEntity<INonPlayerEntity>();,runtime_up_gilded_fowl_create_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Script.Instance/Dungeon/UltimateProtogames/UltimateProtogamesEventScript.cs;Source/NexusForever.Game.Tests/Instances/UltimateProtogamesEventScriptTests.cs,automated_focus_pass,not_retail_complete,"Ultimate Protogames Gilded Fowl create action is covered by focused tests proving the reviewed model, script binding, duplicate guard, and map-add position. Power Plunge scoring, rewards, achievements, and client smoke remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Dungeon\UltimateProtogames\UltimateProtogamesEventScript.cs,1230,594,,CreateEntity,script_entity_create,entity_type,INonPlayerEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,INonPlayerEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,INonPlayerEntity,Source/NexusForever.Script.*,INonPlayerEntity hutHut = publicEvent.CreateEntity<INonPlayerEntity>();,runtime_up_hut_hut_create_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Script.Instance/Dungeon/UltimateProtogames/UltimateProtogamesEventScript.cs;Source/NexusForever.Game.Tests/Instances/UltimateProtogamesEventScriptTests.cs,automated_focus_pass,not_retail_complete,"Ultimate Protogames Hut-Hut create action is covered by focused tests proving the reviewed boss model, script binding, duplicate guard, and map-add position. Boss mechanics, rewards, achievements, and client smoke remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Dungeon\UltimateProtogames\UltimateProtogamesEventScript.cs,1316,594,,CreateEntity,script_entity_create,entity_type,ISimpleEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,ISimpleEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,ISimpleEntity,Source/NexusForever.Script.*,ISimpleEntity console = publicEvent.CreateEntity<ISimpleEntity>();,runtime_up_prototentiary_console_create_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Script.Instance/Dungeon/UltimateProtogames/UltimateProtogamesEventScript.cs;Source/NexusForever.Game.Tests/Instances/UltimateProtogamesEventScriptTests.cs,automated_focus_pass,not_retail_complete,"Ultimate Protogames Prototentiary console create action is covered by focused tests proving reviewed console models, script binding, duplicate guard, and map-add positions. Stealth/no-alarm semantics, rewards, achievements, and client smoke remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Dungeon\UltimateProtogames\UltimateProtogamesEventScript.cs,1325,594,,CreateEntity,script_entity_create,entity_type,INonPlayerEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,INonPlayerEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,INonPlayerEntity,Source/NexusForever.Script.*,INonPlayerEntity deputy = publicEvent.CreateEntity<INonPlayerEntity>();,runtime_up_prototentiary_deputy_create_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Script.Instance/Dungeon/UltimateProtogames/UltimateProtogamesEventScript.cs;Source/NexusForever.Game.Tests/Instances/UltimateProtogamesEventScriptTests.cs,automated_focus_pass,not_retail_complete,"Ultimate Protogames Prototentiary Deputy create action is covered by focused tests proving the reviewed model, script binding, duplicate guard, and map-add position. Patrol/choreography, rewards, achievements, and client smoke remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Dungeon\UltimateProtogames\UltimateProtogamesEventScript.cs,1332,594,,CreateEntity,script_entity_create,entity_type,INonPlayerEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,INonPlayerEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,INonPlayerEntity,Source/NexusForever.Script.*,INonPlayerEntity warden = publicEvent.CreateEntity<INonPlayerEntity>();,runtime_up_prototentiary_warden_create_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Script.Instance/Dungeon/UltimateProtogames/UltimateProtogamesEventScript.cs;Source/NexusForever.Game.Tests/Instances/UltimateProtogamesEventScriptTests.cs,automated_focus_pass,not_retail_complete,"Ultimate Protogames Prototentiary Warden create action is covered by focused tests proving the reviewed model, script binding, duplicate guard, and map-add position. Combat, stealth/no-alarm semantics, rewards, achievements, and client smoke remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\EventInstance\ShadesEve\ShadesEveMainEventScript.cs,148,597,,CreateEntity,script_entity_create,entity_type,ISimpleEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,ISimpleEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,ISimpleEntity,Source/NexusForever.Script.*,ISimpleEntity entity = publicEvent.CreateEntity<ISimpleEntity>();,script_entity_create_pending_spawn_initialise_lifecycle_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Scripted runtime action is tracked from source, but retail completion needs exact trigger timing, target selection, payload/effect semantics, cleanup/replay behavior, and content smoke."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\EventInstance\ShadesEve\ShadesEveMainEventScript.cs,188,597,,CreateEntity,script_entity_create,entity_type,INonPlayerEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,INonPlayerEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,INonPlayerEntity,Source/NexusForever.Script.*,INonPlayerEntity entity = publicEvent.CreateEntity<INonPlayerEntity>();,script_entity_create_pending_spawn_initialise_lifecycle_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Scripted runtime action is tracked from source, but retail completion needs exact trigger timing, target selection, payload/effect semantics, cleanup/replay behavior, and content smoke."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,313,781,,CreateEntity,script_entity_create,entity_type,IWorldLocationVolumeGridTriggerEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,IWorldLocationVolumeGridTriggerEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,IWorldLocationVolumeGridTriggerEntity,Source/NexusForever.Script.*,var triggerEntity = publicEvent.CreateEntity<IWorldLocationVolumeGridTriggerEntity>();,runtime_evil_ether_airlock_gather_trigger_create_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Source/NexusForever.Script.Instance/Expedition/EvilFromTheEther/EvilFromTheEtherEventScript.cs;Source/NexusForever.Game.Tests/PublicEvents/EvilFromTheEtherEventScriptTests.cs,automated_focus_pass,not_retail_complete,"Evil from the Ether airlock gather-trigger creation is covered by focused tests proving the world-location/object binding and map-add position. Exact route timing, replay cleanup, rewards, achievements, and client smoke remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,419,781,,CreateEntity,script_entity_create,entity_type,ITurnstileGridTriggerEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,ITurnstileGridTriggerEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,ITurnstileGridTriggerEntity,Source/NexusForever.Script.*,var triggerEntity = publicEvent.CreateEntity<ITurnstileGridTriggerEntity>();,runtime_evil_ether_find_teleporter_turnstile_create_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Script.Instance/Expedition/EvilFromTheEther/EvilFromTheEtherEventScript.cs;Source/NexusForever.Game.Tests/PublicEvents/EvilFromTheEtherEventScriptTests.cs,automated_focus_pass,not_retail_complete,"Evil from the Ether FindTeleporter turnstile creation is covered by focused tests proving trigger id, range, objective object id, and map-add position. Exact route timing, replay cleanup, rewards, achievements, and client smoke remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,437,781,,CreateEntity,script_entity_create,entity_type,IWorldLocationVolumeGridTriggerEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,IWorldLocationVolumeGridTriggerEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,IWorldLocationVolumeGridTriggerEntity,Source/NexusForever.Script.*,var triggerEntity = publicEvent.CreateEntity<IWorldLocationVolumeGridTriggerEntity>();,runtime_evil_ether_teleporter_gather_trigger_create_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Source/NexusForever.Script.Instance/Expedition/EvilFromTheEther/EvilFromTheEtherEventScript.cs;Source/NexusForever.Game.Tests/PublicEvents/EvilFromTheEtherEventScriptTests.cs,automated_focus_pass,not_retail_complete,"Evil from the Ether teleporter gather-trigger creation is covered by focused tests proving the mapped world-location/object binding and map-add position. Exact route timing, replay cleanup, rewards, achievements, and client smoke remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,446,781,,CreateEntity,script_entity_create,entity_type,IGridTriggerEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,IGridTriggerEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,IGridTriggerEntity,Source/NexusForever.Script.*,var triggerEntity = publicEvent.CreateEntity<IGridTriggerEntity>();,runtime_evil_ether_upper_deck_trigger_create_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Script.Instance/Expedition/EvilFromTheEther/EvilFromTheEtherEventScript.cs;Source/NexusForever.Game.Tests/PublicEvents/EvilFromTheEtherEventScriptTests.cs;Source/NexusForever.Game.Tests/PublicEvents/EvilFromTheEtherTriggerScriptTests.cs,automated_focus_pass,not_retail_complete,"Evil from the Ether upper-deck trigger creation is covered by focused tests proving trigger id, range, participant max, and map-add position, with trigger-script tests covering per-player objective credit. Exact route timing, replay cleanup, rewards, achievements, and client smoke remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,461,781,,CreateEntity,script_entity_create,entity_type,IWorldLocationVolumeGridTriggerEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,IWorldLocationVolumeGridTriggerEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,IWorldLocationVolumeGridTriggerEntity,Source/NexusForever.Script.*,var triggerEntity = publicEvent.CreateEntity<IWorldLocationVolumeGridTriggerEntity>();,runtime_evil_ether_bridge_access_gather_trigger_create_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Source/NexusForever.Script.Instance/Expedition/EvilFromTheEther/EvilFromTheEtherEventScript.cs;Source/NexusForever.Game.Tests/PublicEvents/EvilFromTheEtherEventScriptTests.cs,automated_focus_pass,not_retail_complete,"Evil from the Ether bridge-access gather-trigger creation is covered by focused tests proving the world-location/object binding, participant max, door open, and map-add position. Exact route timing, replay cleanup, rewards, achievements, and client smoke remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,484,781,,CreateEntity,script_entity_create,entity_type,IWorldLocationVolumeGridTriggerEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,IWorldLocationVolumeGridTriggerEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,IWorldLocationVolumeGridTriggerEntity,Source/NexusForever.Script.*,var triggerEntity = publicEvent.CreateEntity<IWorldLocationVolumeGridTriggerEntity>();,runtime_evil_ether_shades_bridge_gather_trigger_create_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Source/NexusForever.Script.Instance/Expedition/EvilFromTheEther/EvilFromTheEtherEventScript.cs;Source/NexusForever.Game.Tests/PublicEvents/EvilFromTheEtherEventScriptTests.cs,automated_focus_pass,not_retail_complete,"Evil from the Ether Shades Bridge gather-trigger creation is covered by focused tests proving the world-location/object binding, participant max, door opens, and map-add position. Exact route timing, replay cleanup, rewards, achievements, and client smoke remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,532,781,,CreateEntity,script_entity_create,entity_type,IGridTriggerEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,IGridTriggerEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,IGridTriggerEntity,Source/NexusForever.Script.*,var triggerEntity = publicEvent.CreateEntity<IGridTriggerEntity>();,runtime_evil_ether_escape_teleporter_trigger_create_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Script.Instance/Expedition/EvilFromTheEther/EvilFromTheEtherEventScript.cs;Source/NexusForever.Game.Tests/PublicEvents/EvilFromTheEtherEventScriptTests.cs;Source/NexusForever.Game.Tests/PublicEvents/EvilFromTheEtherTriggerScriptTests.cs,automated_focus_pass,not_retail_complete,"Evil from the Ether escape-teleporter trigger creation is covered by focused tests proving trigger id, range, and map-add position, with trigger-script tests covering per-player objective credit. Exact route timing, replay cleanup, rewards, achievements, and client smoke remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Expedition\EvilFromTheEther\EvilFromTheEtherEventScript.cs,551,781,,CreateEntity,script_entity_create,entity_type,INonPlayerEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,INonPlayerEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,INonPlayerEntity,Source/NexusForever.Script.*,INonPlayerEntity entity = publicEvent.CreateEntity<INonPlayerEntity>();,runtime_evil_ether_drive_spark_create_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Script.Instance/Expedition/EvilFromTheEther/EvilFromTheEtherEventScript.cs;Source/NexusForever.Game.Tests/PublicEvents/EvilFromTheEtherEventScriptTests.cs,automated_focus_pass,not_retail_complete,"Evil from the Ether drive-spark create action is covered by focused tests proving reviewed NPC models, public-event metadata, duplicate guard, and map-add positions. Exact diagnostics visuals, rewards, achievements, and client smoke remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Expedition\FragmentZero\FragmentZeroEventScript.cs,215,680,,CreateEntity,script_entity_create,entity_type,ITurnstileGridTriggerEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,ITurnstileGridTriggerEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,ITurnstileGridTriggerEntity,Source/NexusForever.Script.*,ITurnstileGridTriggerEntity triggerEntity = publicEvent.CreateEntity<ITurnstileGridTriggerEntity>();,runtime_fragment_zero_missing_crew_turnstile_trigger_create_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Script.Instance/Expedition/FragmentZero/FragmentZeroEventScript.cs;Source/NexusForever.Game.Tests/Instances/FragmentZeroEventScriptTests.cs,automated_focus_pass,not_retail_complete,"Fragment Zero SearchForMissingCrew turnstile trigger creation is covered by focused tests proving trigger id 4397, range 15, objective object id 4397, and map-add position. Exact retail trigger placement, route timing, replay cleanup, rewards, achievements, and expedition client smoke remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Expedition\FragmentZero\FragmentZeroEventScript.cs,225,680,,CreateEntity,script_entity_create,entity_type,IWorldLocationVolumeGridTriggerEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,IWorldLocationVolumeGridTriggerEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,IWorldLocationVolumeGridTriggerEntity,Source/NexusForever.Script.*,IWorldLocationVolumeGridTriggerEntity triggerEntity = publicEvent.CreateEntity<IWorldLocationVolumeGridTriggerEntity>();,runtime_fragment_zero_worldlocation_trigger_create_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Source/NexusForever.Script.Instance/Expedition/FragmentZero/FragmentZeroEventScript.cs;Source/NexusForever.Game.Tests/Instances/FragmentZeroEventScriptTests.cs,automated_focus_pass,not_retail_complete,"Fragment Zero world-location trigger creation is covered by focused tests proving the branch world-location/object bindings and map-add positions for FollowTheFriendlySkeech, ReturnToTheAirlockOfTheLifeOverseersCreche, and ContinueTheSearchForTheMissingCrew. Exact retail trigger timing, route choreography, replay cleanup, rewards, achievements, and expedition client smoke remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Expedition\FragmentZero\FragmentZeroEventScript.cs,236,680,,CreateEntity,script_entity_create,entity_type,IGridTriggerEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,IGridTriggerEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,IGridTriggerEntity,Source/NexusForever.Script.*,IGridTriggerEntity triggerEntity = publicEvent.CreateEntity<IGridTriggerEntity>();,runtime_fragment_zero_search_grid_trigger_create_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;Source/NexusForever.Script.Instance/Expedition/FragmentZero/FragmentZeroEventScript.cs;Source/NexusForever.Script.Instance/Expedition/FragmentZero/Script/FragmentZeroSearchGridTriggerScripts.cs;Source/NexusForever.Game.Tests/Instances/FragmentZeroEventScriptTests.cs,automated_focus_pass,not_retail_complete,"Fragment Zero search grid-trigger creation is covered by focused tests proving object ids 7892/7919, one-unit trigger ranges, map-add positions, and trigger-script objective credit bindings for the Incubation Complex and Biomatics Chamber searches. Exact retail trigger timing, route choreography, replay cleanup, rewards, achievements, and expedition client smoke remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Expedition\FragmentZero\FragmentZeroEventScript.cs,262,680,,CreateEntity,script_entity_create,entity_type,INonPlayerEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,INonPlayerEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,INonPlayerEntity,Source/NexusForever.Script.*,INonPlayerEntity entity = publicEvent.CreateEntity<INonPlayerEntity>();,runtime_fragment_zero_supervisor_lola_create_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Script.Instance/Expedition/FragmentZero/FragmentZeroEventScript.cs;Source/NexusForever.Game.Tests/Instances/FragmentZeroEventScriptTests.cs,automated_focus_pass,not_retail_complete,"Fragment Zero Supervisor Lola create action is covered by focused tests proving the reviewed Creature2 model, duplicate guard, and map-add position. WIP trigger/cinematic rows, route smoke, rewards, achievements, and client validation remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Expedition\Gauntlet\GauntletEventScript.cs,145,446,,CreateEntity,script_entity_create,entity_type,IWorldLocationVolumeGridTriggerEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,IWorldLocationVolumeGridTriggerEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,IWorldLocationVolumeGridTriggerEntity,Source/NexusForever.Script.*,IWorldLocationVolumeGridTriggerEntity triggerEntity = publicEvent.CreateEntity<IWorldLocationVolumeGridTriggerEntity>();,runtime_gauntlet_gather_worldlocation_trigger_create_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Source/NexusForever.Script.Instance/Expedition/Gauntlet/GauntletEventScript.cs;Source/NexusForever.Game.Tests/Instances/GauntletEventScriptTests.cs,automated_focus_pass,not_retail_complete,"Gauntlet gather world-location trigger creation is covered by focused tests proving the GetIntoAirlock and GatherAtTheSwarmPit world-location/object bindings and map-add positions. Exact retail trigger timing, route choreography, replay cleanup, rewards, achievements, and expedition client smoke remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Expedition\Gauntlet\GauntletEventScript.cs,176,446,,CreateEntity,script_entity_create,entity_type,INonPlayerEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,INonPlayerEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,INonPlayerEntity,Source/NexusForever.Script.*,INonPlayerEntity pilotTaboro = publicEvent.CreateEntity<INonPlayerEntity>();,runtime_gauntlet_pilot_taboro_create_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Script.Instance/Expedition/Gauntlet/GauntletEventScript.cs;Source/NexusForever.Game.Tests/Instances/GauntletEventScriptTests.cs,automated_focus_pass,not_retail_complete,"Gauntlet Pilot Taboro create action is covered by focused tests proving the reviewed Creature2 48580 model, instance entity placement, and map-add position. Dialog route smoke, rewards, achievements, and client validation remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Expedition\Gauntlet\GauntletEventScript.cs,189,446,,CreateEntity,script_entity_create,entity_type,ISimpleEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,ISimpleEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,ISimpleEntity,Source/NexusForever.Script.*,ISimpleEntity marker = publicEvent.CreateEntity<ISimpleEntity>();,runtime_gauntlet_airlock_marker_create_action_tested,wildstar_client_mysql/PublicEventObjective.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;Source/NexusForever.Script.Instance/Expedition/Gauntlet/GauntletEventScript.cs;Source/NexusForever.Game.Tests/Instances/GauntletEventScriptTests.cs,automated_focus_pass,not_retail_complete,"Gauntlet airlock gather marker create action is covered by focused tests proving the reviewed simple entity model, duplicate guard, and map-add position. Exact marker visibility/cleanup timing, route smoke, rewards, and achievements remain tracked by producer, dependency, and parent instance rows."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Expedition\Infestation\InfestationEventScript.cs,195,95,,CreateEntity,script_entity_create,entity_type,ITurnstileGridTriggerEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,ITurnstileGridTriggerEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,ITurnstileGridTriggerEntity,Source/NexusForever.Script.*,ITurnstileGridTriggerEntity triggerEntity = publicEvent.CreateEntity<ITurnstileGridTriggerEntity>();,script_entity_create_pending_spawn_initialise_lifecycle_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Scripted runtime action is tracked from source, but retail completion needs exact trigger timing, target selection, payload/effect semantics, cleanup/replay behavior, and content smoke."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Expedition\Infestation\InfestationEventScript.cs,208,95,,CreateEntity,script_entity_create,entity_type,INonPlayerEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,INonPlayerEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,INonPlayerEntity,Source/NexusForever.Script.*,INonPlayerEntity captainTolben = publicEvent.CreateEntity<INonPlayerEntity>();,script_entity_create_pending_spawn_initialise_lifecycle_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Scripted runtime action is tracked from source, but retail completion needs exact trigger timing, target selection, payload/effect semantics, cleanup/replay behavior, and content smoke."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Expedition\Infestation\InfestationEventScript.cs,247,95,,CreateEntity,script_entity_create,entity_type,ISimpleEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,ISimpleEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,ISimpleEntity,Source/NexusForever.Script.*,ISimpleEntity entity = publicEvent.CreateEntity<ISimpleEntity>();,script_entity_create_pending_spawn_initialise_lifecycle_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Scripted runtime action is tracked from source, but retail completion needs exact trigger timing, target selection, payload/effect semantics, cleanup/replay behavior, and content smoke."
script_runtime_action,script_instance,Source\NexusForever.Script.Instance\Expedition\Infestation\InfestationEventScript.cs,285,95,,CreateEntity,script_entity_create,entity_type,INonPlayerEntity,,generic_entity_type_tracked,runtime_entity_type_tracked,INonPlayerEntity,Source/NexusForever.Script.*,runtime_entity_type_source_tracked,INonPlayerEntity,Source/NexusForever.Script.*,INonPlayerEntity entity = publicEvent.CreateEntity<INonPlayerEntity>();,script_entity_create_pending_spawn_initialise_lifecycle_smoke,Source/NexusForever.Script.Main;Source/NexusForever.Script.Instance,pending,not_retail_complete,"Scripted runtime action is tracked from source, but retail completion needs exact trigger timing, target selection, payload/effect semantics, cleanup/replay behavior, and content smoke."
