quest_id,name,bucket,evidence_status,completion_status,world_zone_id,quest_category_id,quest_group_id,quest_type,quest_subtype_id,content_finder_type,faction_enum,con_level,prereq_level,prereq_flags,prereq_quest_ids,quest_exclusion_ids,prerequisite_id,objective_ids,objective_types,objective_data_type_data_count,quest2_reward_ids,quest2_reward_types,pushed_items,virtual_pushed_items,quest_virtual_loot_groups,related_achievement_ids,script_paths,evidence_sources,manual_validation,blocker_summary
5548,"Research, Interrupted",no_objectives,mapped_only_no_objective_lifecycle_pending_row_specific_dialog_reward_achievement_smoke,not_retail_complete,1228,39,0,0,0,0,1,15,12,0,,,0,,,,,,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending_or_not_applicable,"Quest2 5548 (Research, Interrupted) with WorldZone 1228, category 39, faction 1, conLevel 15, preqLevel 12 is a zero-objective row. Shared QuestManager accept-to-achieved and receiver turn-in lifecycle paths have representative reward and achievement-hook tests, but retail completion still needs quest availability, row-specific receiver/dialog routing, row-specific reward and achievement side effects, and client/manual smoke."
5549,The Canimid Nuisance,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1228,39,0,0,0,0,1,15,12,0,5548,,0,8376,8,8376:8:10447:8,,,,,0,2112,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 5549 (The Canimid Nuisance) with WorldZone 1228, category 39, faction 1, conLevel 15, preqLevel 12, required quests 5548, objectives 8376, objective types 8, objective data/type/count 8376:8:10447:8, achievement hooks 2112 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
5550,The Hermit's Rotgut,no_objectives,mapped_only_no_objective_lifecycle_pending_row_specific_dialog_reward_achievement_smoke,not_retail_complete,1228,39,0,11,0,0,1,15,12,0,,,0,,,,,,,,0,3951,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending_or_not_applicable,"Quest2 5550 (The Hermit's Rotgut) with WorldZone 1228, category 39, type 11, faction 1, conLevel 15, preqLevel 12, achievement hooks 3951 is a zero-objective row. Shared QuestManager accept-to-achieved and receiver turn-in lifecycle paths have representative reward and achievement-hook tests, but retail completion still needs quest availability, row-specific receiver/dialog routing, row-specific reward and achievement side effects, and client/manual smoke."
5551,Re-Salvage Operation,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1228,39,0,11,0,0,1,15,12,0,,,0,8442,14,8442:14:2621:12,,,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 5551 (Re-Salvage Operation) with WorldZone 1228, category 39, type 11, faction 1, conLevel 15, preqLevel 12, objectives 8442, objective types 14, objective data/type/count 8442:14:2621:12 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
5552,An Equivar Named Lucy,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1228,39,0,11,0,0,1,15,12,0,,,8226,8440;8571,12;5,8440:12:25455:1;8571:5:0:1,2939;5701;5702,1,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 5552 (An Equivar Named Lucy) with WorldZone 1228, category 39, type 11, faction 1, conLevel 15, preqLevel 12, Prerequisite 8226, objectives 8440;8571, objective types 12;5, objective data/type/count 8440:12:25455:1;8571:5:0:1, Quest2Reward rows 2939;5701;5702, reward types 1 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
5553,Seismic Instability,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1228,39,0,0,0,0,1,15,12,0,5549,,0,8378,14,8378:14:2607:5,,,,,0,2112,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 5553 (Seismic Instability) with WorldZone 1228, category 39, faction 1, conLevel 15, preqLevel 12, required quests 5549, objectives 8378, objective types 14, objective data/type/count 8378:14:2607:5, achievement hooks 2112 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
5554,"Tools, Not Toys!",generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1228,39,0,11,0,0,1,15,12,0,5549,,0,8453,32,8453:32:266:16,,,,,2,3951,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 5554 (Tools, Not Toys!) with WorldZone 1228, category 39, type 11, faction 1, conLevel 15, preqLevel 12, required quests 5549, objectives 8453, objective types 32, objective data/type/count 8453:32:266:16, quest virtual loot groups 2, achievement hooks 3951 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
5555,The Alpha Assassination ,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1228,39,0,0,0,0,1,15,12,0,5553,,0,8379,2,8379:2:24257:1,2932;2933;2934;5703;7734;7735;7736,1,,,0,2112,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 5555 (The Alpha Assassination ) with WorldZone 1228, category 39, faction 1, conLevel 15, preqLevel 12, required quests 5553, objectives 8379, objective types 2, objective data/type/count 8379:2:24257:1, Quest2Reward rows 2932;2933;2934;5703;7734;7735;7736, reward types 1, achievement hooks 2112 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
5559,,no_objectives,mapped_only_no_objective_lifecycle_pending_row_specific_dialog_reward_achievement_smoke,not_retail_complete,1220,0,0,7,0,0,2,34,1,0,,,0,,,,,,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending_or_not_applicable,"Quest2 5559 with WorldZone 1220, type 7, faction 2, conLevel 34, preqLevel 1 is a zero-objective row. Shared QuestManager accept-to-achieved and receiver turn-in lifecycle paths have representative reward and achievement-hook tests, but retail completion still needs quest availability, row-specific receiver/dialog routing, row-specific reward and achievement side effects, and client/manual smoke."
5560,,no_objectives,mapped_only_no_objective_lifecycle_pending_row_specific_dialog_reward_achievement_smoke,not_retail_complete,0,0,0,7,0,0,2,34,1,0,,,0,,,,,,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending_or_not_applicable,"Quest2 5560 with type 7, faction 2, conLevel 34, preqLevel 1 is a zero-objective row. Shared QuestManager accept-to-achieved and receiver turn-in lifecycle paths have representative reward and achievement-hook tests, but retail completion still needs quest availability, row-specific receiver/dialog routing, row-specific reward and achievement side effects, and client/manual smoke."
5568,,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,1480,40,0,0,0,0,0,25,22,0,,,0,8323,23,8323:23:0:6,,,,,0,3907,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 5568 with WorldZone 1480, category 40, conLevel 25, preqLevel 22, objectives 8323, objective types 23, objective data/type/count 8323:23:0:6, achievement hooks 3907 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
5570,Missing Migisi,no_objectives,mapped_only_no_objective_lifecycle_pending_row_specific_dialog_reward_achievement_smoke,not_retail_complete,143,40,0,6,71,0,2,25,22,0,,5571;5572,0,,,,,,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending_or_not_applicable,"Quest2 5570 (Missing Migisi) with WorldZone 143, category 40, type 6, subtype 71, faction 2, conLevel 25, preqLevel 22, excluded quests 5571;5572 is a zero-objective row. Shared QuestManager accept-to-achieved and receiver turn-in lifecycle paths have representative reward and achievement-hook tests, but retail completion still needs quest availability, row-specific receiver/dialog routing, row-specific reward and achievement side effects, and client/manual smoke."
5571,Treasure Hunter in Trouble,no_objectives,mapped_only_no_objective_lifecycle_pending_row_specific_dialog_reward_achievement_smoke,not_retail_complete,143,40,0,6,71,0,2,25,22,0,,5570;5572,0,,,,,,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending_or_not_applicable,"Quest2 5571 (Treasure Hunter in Trouble) with WorldZone 143, category 40, type 6, subtype 71, faction 2, conLevel 25, preqLevel 22, excluded quests 5570;5572 is a zero-objective row. Shared QuestManager accept-to-achieved and receiver turn-in lifecycle paths have representative reward and achievement-hook tests, but retail completion still needs quest availability, row-specific receiver/dialog routing, row-specific reward and achievement side effects, and client/manual smoke."
5572,Charting the Course,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,143,40,0,0,13,0,2,25,22,0,,,0,8218;8219,14;5,8218:14:2530:8;8219:5:13967:1,6366,2,,297x1,0,1246;3907;3908,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 5572 (Charting the Course) with WorldZone 143, category 40, subtype 13, faction 2, conLevel 25, preqLevel 22, objectives 8218;8219, objective types 14;5, objective data/type/count 8218:14:2530:8;8219:5:13967:1, Quest2Reward rows 6366, reward types 2, virtual pushed items 297x1, achievement hooks 1246;3907;3908 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
5573,Powering Down,curated_full,implemented_with_focused_tests_pending_manual_smoke,not_retail_complete,622,32,0,0,13,0,1,3,1,0,5593,,0,8524;8229;12870,17;14;5,8524:17:1217:1;8229:14:2541:3;12870:5:0:1,2989;2991;2992,1,,,0,4132,Source\NexusForever.Script.Main\Quests\CrimsonIsle\Q5573PoweringDown.cs,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 5573 (Powering Down) with WorldZone 622, category 32, subtype 13, faction 1, conLevel 3, preqLevel 1, required quests 5593, objectives 8524;8229;12870, objective types 17;14;5, objective data/type/count 8524:17:1217:1;8229:14:2541:3;12870:5:0:1, Quest2Reward rows 2989;2991;2992, reward types 1, achievement hooks 4132, script owners Source\NexusForever.Script.Main\Quests\CrimsonIsle\Q5573PoweringDown.cs has focused runtime coverage, but the row is not retail-complete until the exact client dialog/receiver flow, objective triggers, reward and achievement side effects, negative cases, and manual smoke are verified."
5574,In the Bosun's Brig,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,143,40,0,0,13,0,2,25,22,0,5572,,0,8220;8306,14;2,8220:14:2568:1;8306:2:24102:1,6367;7926;7927;7928;8868;8869;8870;8871,1;2,,297x1,0,1246,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 5574 (In the Bosun's Brig) with WorldZone 143, category 40, subtype 13, faction 2, conLevel 25, preqLevel 22, required quests 5572, objectives 8220;8306, objective types 14;2, objective data/type/count 8220:14:2568:1;8306:2:24102:1, Quest2Reward rows 6367;7926;7927;7928;8868;8869;8870;8871, reward types 1;2, virtual pushed items 297x1, achievement hooks 1246 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
5575,Seizing Power,curated_full,implemented_with_focused_tests_pending_manual_smoke,not_retail_complete,622,32,0,0,5,0,1,3,1,0,5595,,0,8523;8371;12871,17;14;5,8523:17:1217:1;8371:14:2541:3;12871:5:0:1,2993;2994;2995,1,,,0,4133,Source\NexusForever.Script.Main\Quests\CrimsonIsle\Q5575.cs,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 5575 (Seizing Power) with WorldZone 622, category 32, subtype 5, faction 1, conLevel 3, preqLevel 1, required quests 5595, objectives 8523;8371;12871, objective types 17;14;5, objective data/type/count 8523:17:1217:1;8371:14:2541:3;12871:5:0:1, Quest2Reward rows 2993;2994;2995, reward types 1, achievement hooks 4133, script owners Source\NexusForever.Script.Main\Quests\CrimsonIsle\Q5575.cs has focused runtime coverage, but the row is not retail-complete until the exact client dialog/receiver flow, objective triggers, reward and achievement side effects, negative cases, and manual smoke are verified."
5576,Redmoon's Reekage,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,143,40,0,0,13,0,2,25,22,0,5574,,0,8221,11,8221:11:30832:10,6368,2,,,0,1246,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 5576 (Redmoon's Reekage) with WorldZone 143, category 40, subtype 13, faction 2, conLevel 25, preqLevel 22, required quests 5574, objectives 8221, objective types 11, objective data/type/count 8221:11:30832:10, Quest2Reward rows 6368, reward types 2, achievement hooks 1246 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
5577,Redmoon's Ruin,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,143,40,0,0,13,0,2,25,22,0,5574,,0,8222,14,8222:14:2578:6,6369,2,,,0,1246,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 5577 (Redmoon's Ruin) with WorldZone 143, category 40, subtype 13, faction 2, conLevel 25, preqLevel 22, required quests 5574, objectives 8222, objective types 14, objective data/type/count 8222:14:2578:6, Quest2Reward rows 6369, reward types 2, achievement hooks 1246 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
5578,Portside of Starboard,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,143,40,0,0,5,0,2,25,22,0,,,0,8224;8226;8232;8354;8685,22;22;12;15;12,8224:22:2801:1;8226:22:2779:1;8232:12:24438:1;8354:15:23809:1;8685:12:25413:1,2823;2825;2827;2828;6365;7929;7930;7931,1;2,,297x1,0,1246,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 5578 (Portside of Starboard) with WorldZone 143, category 40, subtype 5, faction 2, conLevel 25, preqLevel 22, objectives 8224;8226;8232;8354;8685, objective types 22;22;12;15;12, objective data/type/count 8224:22:2801:1;8226:22:2779:1;8232:12:24438:1;8354:15:23809:1;8685:12:25413:1, Quest2Reward rows 2823;2825;2827;2828;6365;7929;7930;7931, reward types 1;2, virtual pushed items 297x1, achievement hooks 1246 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
5579,A Wigwalli Welcome,no_objectives,mapped_only_no_objective_lifecycle_pending_row_specific_dialog_reward_achievement_smoke,not_retail_complete,143,40,0,11,80,0,2,25,22,0,5578,,0,,,,,,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs,pending_or_not_applicable,"Quest2 5579 (A Wigwalli Welcome) with WorldZone 143, category 40, type 11, subtype 80, faction 2, conLevel 25, preqLevel 22, required quests 5578 is a zero-objective row. Shared QuestManager accept-to-achieved and receiver turn-in lifecycle paths have representative reward and achievement-hook tests, but retail completion still needs quest availability, row-specific receiver/dialog routing, row-specific reward and achievement side effects, and client/manual smoke."
5580,Enforced Radio Silence,curated_full,implemented_with_focused_tests_pending_manual_smoke,not_retail_complete,622,32,0,0,13,0,1,5,2,0,5604,,0,8227,14,8227:14:2889:2,3005;3007;3008;3009;3010;3011,1,,,0,4135,Source\NexusForever.Script.Main\Quests\CrimsonIsle\Q5580.cs,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 5580 (Enforced Radio Silence) with WorldZone 622, category 32, subtype 13, faction 1, conLevel 5, preqLevel 2, required quests 5604, objectives 8227, objective types 14, objective data/type/count 8227:14:2889:2, Quest2Reward rows 3005;3007;3008;3009;3010;3011, reward types 1, achievement hooks 4135, script owners Source\NexusForever.Script.Main\Quests\CrimsonIsle\Q5580.cs has focused runtime coverage, but the row is not retail-complete until the exact client dialog/receiver flow, objective triggers, reward and achievement side effects, negative cases, and manual smoke are verified."
5582,Data Grab,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,622,32,0,11,80,0,1,4,1,0,,,0,8230,14,8230:14:2537:2,,,,,0,,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 5582 (Data Grab) with WorldZone 622, category 32, type 11, subtype 80, faction 1, conLevel 4, preqLevel 1, objectives 8230, objective types 14, objective data/type/count 8230:14:2537:2 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
5583,Heavy Armor,curated_full,implemented_with_focused_tests_pending_manual_smoke,not_retail_complete,622,32,0,0,7,0,1,5,2,0,5604,,0,8231;8372,8;8,8231:8:3737:2;8372:8:3812:6,,,,,0,4135,Source\NexusForever.Script.Main\Quests\CrimsonIsle\Q5583.cs,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 5583 (Heavy Armor) with WorldZone 622, category 32, subtype 7, faction 1, conLevel 5, preqLevel 2, required quests 5604, objectives 8231;8372, objective types 8;8, objective data/type/count 8231:8:3737:2;8372:8:3812:6, achievement hooks 4135, script owners Source\NexusForever.Script.Main\Quests\CrimsonIsle\Q5583.cs has focused runtime coverage, but the row is not retail-complete until the exact client dialog/receiver flow, objective triggers, reward and achievement side effects, negative cases, and manual smoke are verified."
5584,Venomous Intent,curated_full,implemented_with_focused_tests_pending_manual_smoke,not_retail_complete,622,32,0,11,74,0,1,3,1,0,,,0,8234;8235,12;32,8234:12:24215:5;8235:32:9:7,2997;4806;4807,1,,,2,,Source\NexusForever.Script.Main\Quests\CrimsonIsle\Q5584VenomousIntentQuestScript.cs,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 5584 (Venomous Intent) with WorldZone 622, category 32, type 11, subtype 74, faction 1, conLevel 3, preqLevel 1, objectives 8234;8235, objective types 12;32, objective data/type/count 8234:12:24215:5;8235:32:9:7, Quest2Reward rows 2997;4806;4807, reward types 1, quest virtual loot groups 2, script owners Source\NexusForever.Script.Main\Quests\CrimsonIsle\Q5584VenomousIntentQuestScript.cs has focused runtime coverage, but the row is not retail-complete until the exact client dialog/receiver flow, objective triggers, reward and achievement side effects, negative cases, and manual smoke are verified."
5585,Spring After Sprouts,generic_table_driven,mapped_table_driven_pending_world_spawns_loot_smoke,not_retail_complete,143,40,0,11,13,0,2,25,22,0,5578,,0,8238,23,8238:23:2538:8,6373,2,,,0,3907;3908,,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Achievement*.tbl.sql;Source/NexusForever.Script.Main;Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending_or_not_applicable,"Quest2 5585 (Spring After Sprouts) with WorldZone 143, category 40, type 11, subtype 13, faction 2, conLevel 25, preqLevel 22, required quests 5578, objectives 8238, objective types 23, objective data/type/count 8238:23:2538:8, Quest2Reward rows 6373, reward types 2, achievement hooks 3907;3908 is mapped through generic table coverage, but this is not a retail-complete gameplay claim; world placements, objective triggers, loot cadence, rewards, achievements, and client smoke remain row-specific validation work."
