quest_id,quest_title,quest_bucket,quest_completion_status,quest_link_status,relation_source,source_relation_id,jabbithole_quest_id,jabbithole_quest_name,client_quest_name,jabbithole_zone_id,world_zone_id,jabbithole_zone_name,client_world_zone_name,match_status,enabled,last_seen_in,evidence_status,evidence_sources,manual_validation,completion_status,blocker_summary
5614,Self-Reliance,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,6735,784,Self-Reliance,Self-Reliance,234,327,Exo-Lab XC42,Lightreach Mission,matched,true,0,datamapping_quest_zone_matched_pending_runtime_visibility_smoke,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_call_zones row 6735 links Quest2 5614 Jabbithole zone 234 (Exo-Lab XC42) to WorldZone 327 (Lightreach Mission) with match_status matched. The zone bridge is mapped, but retail completion needs runtime quest visibility/routing using this current WorldZone bridge, map guidance, episode/zone ordering, and client quest smoke."
5614,Self-Reliance,generic_table_driven,not_retail_complete,current_quest,quest_zones,475,784,Self-Reliance,Self-Reliance,5,6,Auroria,,partial,true,3,datamapping_quest_zone_partial_match_pending_zone_review,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest;Tools/DataMapping/README.md,pending,not_retail_complete,"quest_zones row 475 links Quest2 5614 Jabbithole zone 5 (Auroria) to WorldZone 6, but Tools/DataMapping/output/quest_zone_map.csv marks match_status partial. Tools/DataMapping/output/quest_zone_map.csv has no current build 16042 WorldZone row/name for mapped WorldZone 6; treat the source id as stale or missing until WorldZone.tbl, MapZone/QuestDirection evidence, or accepted live client route evidence identifies the current replacement. Retail implementation needs a reviewed current WorldZone bridge that reconciles the Jabbithole zone/name with build 16042 WorldZone data, followed by quest visibility/routing, map guidance, episode/zone ordering, and client quest smoke."
5615,Search Party,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,218,780,Search Party,Search Party,5,6,Auroria,,partial,true,3,datamapping_quest_zone_partial_match_pending_zone_review,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest;Tools/DataMapping/README.md,pending,not_retail_complete,"quest_call_zones row 218 links Quest2 5615 Jabbithole zone 5 (Auroria) to WorldZone 6, but Tools/DataMapping/output/quest_zone_map.csv marks match_status partial. Tools/DataMapping/output/quest_zone_map.csv has no current build 16042 WorldZone row/name for mapped WorldZone 6; treat the source id as stale or missing until WorldZone.tbl, MapZone/QuestDirection evidence, or accepted live client route evidence identifies the current replacement. Retail implementation needs a reviewed current WorldZone bridge that reconciles the Jabbithole zone/name with build 16042 WorldZone data, followed by quest visibility/routing, map guidance, episode/zone ordering, and client quest smoke."
5615,Search Party,generic_table_driven,not_retail_complete,current_quest,quest_zones,461,780,Search Party,Search Party,5,6,Auroria,,partial,true,3,datamapping_quest_zone_partial_match_pending_zone_review,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest;Tools/DataMapping/README.md,pending,not_retail_complete,"quest_zones row 461 links Quest2 5615 Jabbithole zone 5 (Auroria) to WorldZone 6, but Tools/DataMapping/output/quest_zone_map.csv marks match_status partial. Tools/DataMapping/output/quest_zone_map.csv has no current build 16042 WorldZone row/name for mapped WorldZone 6; treat the source id as stale or missing until WorldZone.tbl, MapZone/QuestDirection evidence, or accepted live client route evidence identifies the current replacement. Retail implementation needs a reviewed current WorldZone bridge that reconciles the Jabbithole zone/name with build 16042 WorldZone data, followed by quest visibility/routing, map guidance, episode/zone ordering, and client quest smoke."
5616,The Poxbrew Enclave,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,199,749,The Poxbrew Enclave,The Poxbrew Enclave,5,6,Auroria,,partial,true,3,datamapping_quest_zone_partial_match_pending_zone_review,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest;Tools/DataMapping/README.md,pending,not_retail_complete,"quest_call_zones row 199 links Quest2 5616 Jabbithole zone 5 (Auroria) to WorldZone 6, but Tools/DataMapping/output/quest_zone_map.csv marks match_status partial. Tools/DataMapping/output/quest_zone_map.csv has no current build 16042 WorldZone row/name for mapped WorldZone 6; treat the source id as stale or missing until WorldZone.tbl, MapZone/QuestDirection evidence, or accepted live client route evidence identifies the current replacement. Retail implementation needs a reviewed current WorldZone bridge that reconciles the Jabbithole zone/name with build 16042 WorldZone data, followed by quest visibility/routing, map guidance, episode/zone ordering, and client quest smoke."
5616,The Poxbrew Enclave,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,1744,749,The Poxbrew Enclave,The Poxbrew Enclave,40,60,Housing Skymap,Mozyk Quarry,matched,true,0,datamapping_quest_zone_matched_pending_runtime_visibility_smoke,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_call_zones row 1744 links Quest2 5616 Jabbithole zone 40 (Housing Skymap) to WorldZone 60 (Mozyk Quarry) with match_status matched. The zone bridge is mapped, but retail completion needs runtime quest visibility/routing using this current WorldZone bridge, map guidance, episode/zone ordering, and client quest smoke."
5616,The Poxbrew Enclave,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,3090,749,The Poxbrew Enclave,The Poxbrew Enclave,6,7,Ellevar,,partial,true,0,datamapping_quest_zone_partial_match_pending_zone_review,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest;Tools/DataMapping/README.md,pending,not_retail_complete,"quest_call_zones row 3090 links Quest2 5616 Jabbithole zone 6 (Ellevar) to WorldZone 7, but Tools/DataMapping/output/quest_zone_map.csv marks match_status partial. Tools/DataMapping/output/quest_zone_map.csv has no current build 16042 WorldZone row/name for mapped WorldZone 7; treat the source id as stale or missing until WorldZone.tbl, MapZone/QuestDirection evidence, or accepted live client route evidence identifies the current replacement. Retail implementation needs a reviewed current WorldZone bridge that reconciles the Jabbithole zone/name with build 16042 WorldZone data, followed by quest visibility/routing, map guidance, episode/zone ordering, and client quest smoke."
5616,The Poxbrew Enclave,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,4431,749,The Poxbrew Enclave,The Poxbrew Enclave,46,78,Illium,Western Ellevar,matched,true,0,datamapping_quest_zone_matched_pending_runtime_visibility_smoke,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_call_zones row 4431 links Quest2 5616 Jabbithole zone 46 (Illium) to WorldZone 78 (Western Ellevar) with match_status matched. The zone bridge is mapped, but retail completion needs runtime quest visibility/routing using this current WorldZone bridge, map guidance, episode/zone ordering, and client quest smoke."
5616,The Poxbrew Enclave,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,5979,749,The Poxbrew Enclave,The Poxbrew Enclave,301,363,Poxbrew Enclave,Locus Dawn,matched,true,0,datamapping_quest_zone_matched_pending_runtime_visibility_smoke,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_call_zones row 5979 links Quest2 5616 Jabbithole zone 301 (Poxbrew Enclave) to WorldZone 363 (Locus Dawn) with match_status matched. The zone bridge is mapped, but retail completion needs runtime quest visibility/routing using this current WorldZone bridge, map guidance, episode/zone ordering, and client quest smoke."
5616,The Poxbrew Enclave,generic_table_driven,not_retail_complete,current_quest,quest_zones,476,749,The Poxbrew Enclave,The Poxbrew Enclave,5,6,Auroria,,partial,true,3,datamapping_quest_zone_partial_match_pending_zone_review,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest;Tools/DataMapping/README.md,pending,not_retail_complete,"quest_zones row 476 links Quest2 5616 Jabbithole zone 5 (Auroria) to WorldZone 6, but Tools/DataMapping/output/quest_zone_map.csv marks match_status partial. Tools/DataMapping/output/quest_zone_map.csv has no current build 16042 WorldZone row/name for mapped WorldZone 6; treat the source id as stale or missing until WorldZone.tbl, MapZone/QuestDirection evidence, or accepted live client route evidence identifies the current replacement. Retail implementation needs a reviewed current WorldZone bridge that reconciles the Jabbithole zone/name with build 16042 WorldZone data, followed by quest visibility/routing, map guidance, episode/zone ordering, and client quest smoke."
5618,The New Plague,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,209,766,The New Plague,The New Plague,5,6,Auroria,,partial,true,3,datamapping_quest_zone_partial_match_pending_zone_review,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest;Tools/DataMapping/README.md,pending,not_retail_complete,"quest_call_zones row 209 links Quest2 5618 Jabbithole zone 5 (Auroria) to WorldZone 6, but Tools/DataMapping/output/quest_zone_map.csv marks match_status partial. Tools/DataMapping/output/quest_zone_map.csv has no current build 16042 WorldZone row/name for mapped WorldZone 6; treat the source id as stale or missing until WorldZone.tbl, MapZone/QuestDirection evidence, or accepted live client route evidence identifies the current replacement. Retail implementation needs a reviewed current WorldZone bridge that reconciles the Jabbithole zone/name with build 16042 WorldZone data, followed by quest visibility/routing, map guidance, episode/zone ordering, and client quest smoke."
5618,The New Plague,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,5873,766,The New Plague,The New Plague,301,363,Poxbrew Enclave,Locus Dawn,matched,true,0,datamapping_quest_zone_matched_pending_runtime_visibility_smoke,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_call_zones row 5873 links Quest2 5618 Jabbithole zone 301 (Poxbrew Enclave) to WorldZone 363 (Locus Dawn) with match_status matched. The zone bridge is mapped, but retail completion needs runtime quest visibility/routing using this current WorldZone bridge, map guidance, episode/zone ordering, and client quest smoke."
5618,The New Plague,generic_table_driven,not_retail_complete,current_quest,quest_zones,471,766,The New Plague,The New Plague,5,6,Auroria,,partial,true,3,datamapping_quest_zone_partial_match_pending_zone_review,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest;Tools/DataMapping/README.md,pending,not_retail_complete,"quest_zones row 471 links Quest2 5618 Jabbithole zone 5 (Auroria) to WorldZone 6, but Tools/DataMapping/output/quest_zone_map.csv marks match_status partial. Tools/DataMapping/output/quest_zone_map.csv has no current build 16042 WorldZone row/name for mapped WorldZone 6; treat the source id as stale or missing until WorldZone.tbl, MapZone/QuestDirection evidence, or accepted live client route evidence identifies the current replacement. Retail implementation needs a reviewed current WorldZone bridge that reconciles the Jabbithole zone/name with build 16042 WorldZone data, followed by quest visibility/routing, map guidance, episode/zone ordering, and client quest smoke."
5618,The New Plague,generic_table_driven,not_retail_complete,current_quest,quest_zones,3090,766,The New Plague,The New Plague,301,363,Poxbrew Enclave,Locus Dawn,matched,true,6,datamapping_quest_zone_matched_pending_runtime_visibility_smoke,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_zones row 3090 links Quest2 5618 Jabbithole zone 301 (Poxbrew Enclave) to WorldZone 363 (Locus Dawn) with match_status matched. The zone bridge is mapped, but retail completion needs runtime quest visibility/routing using this current WorldZone bridge, map guidance, episode/zone ordering, and client quest smoke."
5619,Denial of Resources,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,206,761,Denial of Resources,Denial of Resources,5,6,Auroria,,partial,true,3,datamapping_quest_zone_partial_match_pending_zone_review,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest;Tools/DataMapping/README.md,pending,not_retail_complete,"quest_call_zones row 206 links Quest2 5619 Jabbithole zone 5 (Auroria) to WorldZone 6, but Tools/DataMapping/output/quest_zone_map.csv marks match_status partial. Tools/DataMapping/output/quest_zone_map.csv has no current build 16042 WorldZone row/name for mapped WorldZone 6; treat the source id as stale or missing until WorldZone.tbl, MapZone/QuestDirection evidence, or accepted live client route evidence identifies the current replacement. Retail implementation needs a reviewed current WorldZone bridge that reconciles the Jabbithole zone/name with build 16042 WorldZone data, followed by quest visibility/routing, map guidance, episode/zone ordering, and client quest smoke."
5619,Denial of Resources,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,1473,761,Denial of Resources,Denial of Resources,31,36,Riot in the Void,Auroria,matched,true,0,datamapping_quest_zone_matched_pending_runtime_visibility_smoke,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_call_zones row 1473 links Quest2 5619 Jabbithole zone 31 (Riot in the Void) to WorldZone 36 (Auroria) with match_status matched. The zone bridge is mapped, but retail completion needs runtime quest visibility/routing using this current WorldZone bridge, map guidance, episode/zone ordering, and client quest smoke."
5619,Denial of Resources,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,5880,761,Denial of Resources,Denial of Resources,301,363,Poxbrew Enclave,Locus Dawn,matched,true,0,datamapping_quest_zone_matched_pending_runtime_visibility_smoke,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_call_zones row 5880 links Quest2 5619 Jabbithole zone 301 (Poxbrew Enclave) to WorldZone 363 (Locus Dawn) with match_status matched. The zone bridge is mapped, but retail completion needs runtime quest visibility/routing using this current WorldZone bridge, map guidance, episode/zone ordering, and client quest smoke."
5619,Denial of Resources,generic_table_driven,not_retail_complete,current_quest,quest_zones,450,761,Denial of Resources,Denial of Resources,5,6,Auroria,,partial,true,3,datamapping_quest_zone_partial_match_pending_zone_review,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest;Tools/DataMapping/README.md,pending,not_retail_complete,"quest_zones row 450 links Quest2 5619 Jabbithole zone 5 (Auroria) to WorldZone 6, but Tools/DataMapping/output/quest_zone_map.csv marks match_status partial. Tools/DataMapping/output/quest_zone_map.csv has no current build 16042 WorldZone row/name for mapped WorldZone 6; treat the source id as stale or missing until WorldZone.tbl, MapZone/QuestDirection evidence, or accepted live client route evidence identifies the current replacement. Retail implementation needs a reviewed current WorldZone bridge that reconciles the Jabbithole zone/name with build 16042 WorldZone data, followed by quest visibility/routing, map guidance, episode/zone ordering, and client quest smoke."
5619,Denial of Resources,generic_table_driven,not_retail_complete,current_quest,quest_zones,3073,761,Denial of Resources,Denial of Resources,301,363,Poxbrew Enclave,Locus Dawn,matched,true,6,datamapping_quest_zone_matched_pending_runtime_visibility_smoke,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_zones row 3073 links Quest2 5619 Jabbithole zone 301 (Poxbrew Enclave) to WorldZone 363 (Locus Dawn) with match_status matched. The zone bridge is mapped, but retail completion needs runtime quest visibility/routing using this current WorldZone bridge, map guidance, episode/zone ordering, and client quest smoke."
5620,Taking Ehlsa Alive,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,208,765,Taking Ehlsa Alive,Taking Ehlsa Alive,5,6,Auroria,,partial,true,3,datamapping_quest_zone_partial_match_pending_zone_review,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest;Tools/DataMapping/README.md,pending,not_retail_complete,"quest_call_zones row 208 links Quest2 5620 Jabbithole zone 5 (Auroria) to WorldZone 6, but Tools/DataMapping/output/quest_zone_map.csv marks match_status partial. Tools/DataMapping/output/quest_zone_map.csv has no current build 16042 WorldZone row/name for mapped WorldZone 6; treat the source id as stale or missing until WorldZone.tbl, MapZone/QuestDirection evidence, or accepted live client route evidence identifies the current replacement. Retail implementation needs a reviewed current WorldZone bridge that reconciles the Jabbithole zone/name with build 16042 WorldZone data, followed by quest visibility/routing, map guidance, episode/zone ordering, and client quest smoke."
5620,Taking Ehlsa Alive,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,5867,765,Taking Ehlsa Alive,Taking Ehlsa Alive,301,363,Poxbrew Enclave,Locus Dawn,matched,true,0,datamapping_quest_zone_matched_pending_runtime_visibility_smoke,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_call_zones row 5867 links Quest2 5620 Jabbithole zone 301 (Poxbrew Enclave) to WorldZone 363 (Locus Dawn) with match_status matched. The zone bridge is mapped, but retail completion needs runtime quest visibility/routing using this current WorldZone bridge, map guidance, episode/zone ordering, and client quest smoke."
5620,Taking Ehlsa Alive,generic_table_driven,not_retail_complete,current_quest,quest_zones,484,765,Taking Ehlsa Alive,Taking Ehlsa Alive,5,6,Auroria,,partial,true,3,datamapping_quest_zone_partial_match_pending_zone_review,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest;Tools/DataMapping/README.md,pending,not_retail_complete,"quest_zones row 484 links Quest2 5620 Jabbithole zone 5 (Auroria) to WorldZone 6, but Tools/DataMapping/output/quest_zone_map.csv marks match_status partial. Tools/DataMapping/output/quest_zone_map.csv has no current build 16042 WorldZone row/name for mapped WorldZone 6; treat the source id as stale or missing until WorldZone.tbl, MapZone/QuestDirection evidence, or accepted live client route evidence identifies the current replacement. Retail implementation needs a reviewed current WorldZone bridge that reconciles the Jabbithole zone/name with build 16042 WorldZone data, followed by quest visibility/routing, map guidance, episode/zone ordering, and client quest smoke."
5620,Taking Ehlsa Alive,generic_table_driven,not_retail_complete,current_quest,quest_zones,3101,765,Taking Ehlsa Alive,Taking Ehlsa Alive,301,363,Poxbrew Enclave,Locus Dawn,matched,true,6,datamapping_quest_zone_matched_pending_runtime_visibility_smoke,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_zones row 3101 links Quest2 5620 Jabbithole zone 301 (Poxbrew Enclave) to WorldZone 363 (Locus Dawn) with match_status matched. The zone bridge is mapped, but retail completion needs runtime quest visibility/routing using this current WorldZone bridge, map guidance, episode/zone ordering, and client quest smoke."
5621,Forever Honored,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,211,768,Forever Honored,Forever Honored,5,6,Auroria,,partial,true,3,datamapping_quest_zone_partial_match_pending_zone_review,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest;Tools/DataMapping/README.md,pending,not_retail_complete,"quest_call_zones row 211 links Quest2 5621 Jabbithole zone 5 (Auroria) to WorldZone 6, but Tools/DataMapping/output/quest_zone_map.csv marks match_status partial. Tools/DataMapping/output/quest_zone_map.csv has no current build 16042 WorldZone row/name for mapped WorldZone 6; treat the source id as stale or missing until WorldZone.tbl, MapZone/QuestDirection evidence, or accepted live client route evidence identifies the current replacement. Retail implementation needs a reviewed current WorldZone bridge that reconciles the Jabbithole zone/name with build 16042 WorldZone data, followed by quest visibility/routing, map guidance, episode/zone ordering, and client quest smoke."
5621,Forever Honored,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,5858,768,Forever Honored,Forever Honored,301,363,Poxbrew Enclave,Locus Dawn,matched,true,0,datamapping_quest_zone_matched_pending_runtime_visibility_smoke,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_call_zones row 5858 links Quest2 5621 Jabbithole zone 301 (Poxbrew Enclave) to WorldZone 363 (Locus Dawn) with match_status matched. The zone bridge is mapped, but retail completion needs runtime quest visibility/routing using this current WorldZone bridge, map guidance, episode/zone ordering, and client quest smoke."
5622,An Uninviting Situation,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,243,831,An Uninviting Situation,An Uninviting Situation,5,6,Auroria,,partial,true,3,datamapping_quest_zone_partial_match_pending_zone_review,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest;Tools/DataMapping/README.md,pending,not_retail_complete,"quest_call_zones row 243 links Quest2 5622 Jabbithole zone 5 (Auroria) to WorldZone 6, but Tools/DataMapping/output/quest_zone_map.csv marks match_status partial. Tools/DataMapping/output/quest_zone_map.csv has no current build 16042 WorldZone row/name for mapped WorldZone 6; treat the source id as stale or missing until WorldZone.tbl, MapZone/QuestDirection evidence, or accepted live client route evidence identifies the current replacement. Retail implementation needs a reviewed current WorldZone bridge that reconciles the Jabbithole zone/name with build 16042 WorldZone data, followed by quest visibility/routing, map guidance, episode/zone ordering, and client quest smoke."
5622,An Uninviting Situation,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,1163,831,An Uninviting Situation,An Uninviting Situation,40,60,Housing Skymap,Mozyk Quarry,matched,true,0,datamapping_quest_zone_matched_pending_runtime_visibility_smoke,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_call_zones row 1163 links Quest2 5622 Jabbithole zone 40 (Housing Skymap) to WorldZone 60 (Mozyk Quarry) with match_status matched. The zone bridge is mapped, but retail completion needs runtime quest visibility/routing using this current WorldZone bridge, map guidance, episode/zone ordering, and client quest smoke."
5622,An Uninviting Situation,generic_table_driven,not_retail_complete,current_quest,quest_call_zones,1466,831,An Uninviting Situation,An Uninviting Situation,6,7,Ellevar,,partial,true,0,datamapping_quest_zone_partial_match_pending_zone_review,Tools/DataMapping/output/quest_zone_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_zones.sql;jabbithole_mysql/quest_call_zones.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/WorldZone.tbl.sql;Source/NexusForever.Game/Quest;Tools/DataMapping/README.md,pending,not_retail_complete,"quest_call_zones row 1466 links Quest2 5622 Jabbithole zone 6 (Ellevar) to WorldZone 7, but Tools/DataMapping/output/quest_zone_map.csv marks match_status partial. Tools/DataMapping/output/quest_zone_map.csv has no current build 16042 WorldZone row/name for mapped WorldZone 7; treat the source id as stale or missing until WorldZone.tbl, MapZone/QuestDirection evidence, or accepted live client route evidence identifies the current replacement. Retail implementation needs a reviewed current WorldZone bridge that reconciles the Jabbithole zone/name with build 16042 WorldZone data, followed by quest visibility/routing, map guidance, episode/zone ordering, and client quest smoke."
