source_table,source_id,source_name,chosen_creature2_id,decision,reason,reviewer,reviewed_at
creatures,3708,Rampaging Oxian,45730,approved,space_madness_rampaging_oxian_review: PE390 relation161 scored-name maps normal level32 source creature3708 to Creature2 45730; 82 world2149 area2419 source coordinates and spells Skull Smash Resounding Charge Ram Bash Bucking Frenzy Overwhelming Bellow support the bridge; TargetGroup6363 lists 45730 with livestock-family rows but no current PE390 objective row in public_event_objective_client_map uses 6363; HallucinatingLivestockEntityScript remains scoped to 46483 and 46714; separate level50 same-name source creature28126 relation2027 maps to Creature2 69140 and remains untouched; runtime objective ownership spawn credit rewards medals and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,3686,Violent Oxiancow,45729,approved,space_madness_violent_oxiancow_review: PE390 relation422 scored-name maps normal level32 source creature3686 to Creature2 45729; 91 world2149 area2421 source coordinates and spells Bash Ram Bucking Frenzy Overwhelming Bellow support the bridge; TargetGroups6363 and12672 list 45729 but no current PE390 objective row in public_event_objective_client_map uses them; TargetGroup12677 lists level50 69139 and is also unused by current PE390 objective rows; HallucinatingLivestockEntityScript remains scoped to 46483 and 46714; separate level50 same-name source creature28018 relation2003 is reviewed by the Prime bridge slice and remains runtime/client-smoke blocked; runtime objective ownership spawn credit rewards medals and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,3679,Raging Oxianbull,45728,approved,space_madness_raging_oxianbull_review: PE390 relation499 scored-name maps normal level32 source creature3679 to Creature2 45728; 81 world2149 area2419 source coordinates and spells Bash Ram Bucking Frenzy Overwhelming Bellow support the bridge; TargetGroup6363 lists 45728 with livestock-family rows but no current PE390 objective row in public_event_objective_client_map uses 6363; HallucinatingLivestockEntityScript remains scoped to 46483 and 46714; separate level50 same-name source creature28066 relation2011 is reviewed by the Prime bridge slice and remains runtime/client-smoke blocked; runtime objective ownership spawn credit rewards medals and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,1039,Enraged Lamp,45866,approved,space_madness_enraged_lamp_review: PE390 relation150 ambiguous-name maps normal level32 source creature1039 to Creature2 45866; 82 world2149 area2416 source coordinates and spells Jab Punch Flourishing Combo Haymaker support the bridge; TargetGroup6343 lists 45866 with hallucination trio members 45879 and 45849 while tied level32 alternative 46724 belongs TargetGroup6449 and no current PE390 objective row uses 6343 or 6449; same-name level50 source creature28168 relation2036 maps to Creature2 69185 and remains ambiguous_name; runtime wave objective ownership spawn credit rewards medals and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,3704,Skittish Rowsdower,45723,approved,space_madness_skittish_rowsdower_normal_review: PE390 relation2350 unique-name maps source creature3704 to Creature2 45723 with candidate_count1; 96 world2149 area2419 source coordinates support the bridge; companion source creature28120 relation2025 also maps to Creature2 45723; objective4708 is volatile Rowsdower avoidance with worldLocation37709 and no target group or objective object so runtime owner explosion failure reward medal and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,28120,Skittish Rowsdower,45723,approved,space_madness_skittish_rowsdower_duplicate_review: PE390 relation2025 unique-name maps duplicate source creature28120 to Creature2 45723 with candidate_count1; 100 world2149 area2419 source coordinates and Plague Burst spell evidence support the bridge; companion source creature3704 relation2350 also maps to Creature2 45723; objective4708 is volatile Rowsdower avoidance with worldLocation37709 and no target group or objective object so runtime owner explosion failure reward medal and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,28252,Major Lee Barmy,45812,approved,space_madness_major_lee_barmy_duplicate_review: PE390 relation2120 unique-name maps duplicate level50 source creature28252 to Creature2 45812 with candidate_count1; existing source creature332 relation23 is already reviewed to Creature2 45812; objective1588 uses TargetGroup6358 with sole member 45812 and MajorLeeBarmyEntityScript filters 45812; SpaceMadnessEventScript spawns reviewed talk NPC entity1100300006 using Creature2 45812 in area2482; duplicate bridge only and runtime spawn objective credit rewards medals and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,28006,Smoldering Billow,69168,approved,space_madness_smoldering_billow_prime_review: PE390 relation2002 scored-name maps level50 source creature28006 to Creature2 69168 with exact level50 source/client match and candidate_count2; 93 world2149 area2421 source coordinates and Dice Slashing Strikes Slice Feet of Fury spell evidence support the Prime bridge; TargetGroup12681 lists 69168 with 69169 and 69170 but no current PE390 objective row uses 12681; lower source creature9513 relation2247 remains ambiguous_name to Creature2 48351 and untouched; runtime Prime spawn objective ownership credit rewards medals achievements replay cleanup and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,28018,Violent Oxiancow,69139,approved,space_madness_violent_oxiancow_prime_review: PE390 relation2003 scored-name maps level50 source creature28018 to Creature2 69139 with exact level50 source/client match and candidate_count2; 101 world2149 area2419 source coordinates and Ram Bash Bucking Frenzy Overwhelming Bellow spell evidence support the Prime bridge; TargetGroup12677 lists 69139 with Prime livestock and scorched rows but no current PE390 objective row uses 12677; normal source creature3686 relation422 is already reviewed to Creature2 45729; runtime Prime spawn objective ownership credit rewards medals achievements replay cleanup and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,28020,Blazing Crewman,69205,approved,space_madness_blazing_crewman_prime_review: PE390 relation2004 scored-name maps level50 source creature28020 to Creature2 69205 with exact level50 source/client match and candidate_count2; 78 world2149 area2416 source coordinates and Arcane Bolt Firestorm Erupting Fissure spell evidence support the Prime bridge; normal source creature3642 relation148 is already reviewed to Creature2 46714 with 89 coordinates TargetGroup6447 and objective1662/script evidence; no targetgroup row currently lists 69205 and no current PE390 objective row owns 69205; runtime Prime spawn objective ownership credit rewards medals achievements replay cleanup and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,28023,Eye Nightmare,69209,approved,space_madness_eye_nightmare_prime_review: PE390 relation2005 scored-name maps level50 source creature28023 to Creature2 69209 with exact level50 source/client match and candidate_count2; 61 world2149 area2416 source coordinates and Punch Jab Flourishing Combo Haymaker spell evidence support the Prime bridge; normal source creature3663 relation154 is already reviewed to Creature2 46723 with TargetGroup6449 but no current PE390 objective row uses 6449; no targetgroup row currently lists 69209 and SavePanickedWorkersNightmareEntityScript remains scoped to TargetGroups6400/6401 rows; runtime Prime spawn objective ownership credit rewards medals achievements replay cleanup and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,28035,Rending Nightmare,69218,approved,space_madness_rending_nightmare_prime_review: PE390 relation2006 scored-name maps level50 source creature28035 to Creature2 69218 with exact level50 source/client match and candidate_count2; 100 world2149 area2414 source coordinates and Lingering Venom Swipe Rend Caustic Leap spell evidence support the Prime bridge; normal source creature1121 relation29 is already reviewed to Creature2 46130 with objective1590 reward-pane TargetGroup6402 nested TargetGroup6400 and script filter evidence; no targetgroup row currently lists 69218; runtime Prime spawn objective ownership credit rewards medals achievements replay cleanup and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,28040,Dark Creeper,69163,approved,space_madness_dark_creeper_prime_review: PE390 relation2008 scored-name maps level50 source creature28040 to Creature2 69163 with exact level50 source/client match and candidate_count2; 56 world2149 area2421 source coordinates and spell evidence 2745 2762 8142 10856 10859 support the Prime bridge; TargetGroup12680 lists 69163 with Prime dark-family rows but no current PE390 objective row uses 12680; normal source creature9512 relation2246 is reviewed by the same Dark Creeper slice to Creature2 48345; runtime spawn objective ownership credit rewards medals achievements replay cleanup and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,9512,Dark Creeper,48345,approved,space_madness_dark_creeper_normal_review: PE390 relation2246 scored-name maps normal level32 source creature9512 to Creature2 48345 with exact level32 source/client match and candidate_count2; 95 world2149 area2421 source coordinates and spell evidence 2745 2762 2802 8142 10856 10859 support the bridge; TargetGroup12675 lists 48345 with normal dark-family rows but no current PE390 objective row uses 12675; level50 source creature28040 relation2008 is reviewed by the same Dark Creeper slice to Creature2 69163; runtime spawn objective ownership credit rewards medals achievements replay cleanup and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,28046,Writhing Nightmare,69213,approved,space_madness_writhing_nightmare_prime_review: PE390 relation2009 scored-name maps level50 source creature28046 to Creature2 69213 with exact level50 source/client match and candidate_count2; 65 world2149 area2413 source coordinates and spell evidence 2745 2762 8142 10856 10859 support the Prime bridge; normal source creature392 relation25 is already reviewed to Creature2 46123 with objective1590 reward-pane TargetGroup6402 nested TargetGroup6400 and script filter evidence; no targetgroup row currently lists 69213; runtime Prime spawn objective ownership credit rewards medals achievements replay cleanup and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,28056,Foaming Roandoe,69171,approved,space_madness_foaming_roandoe_prime_review: PE390 relation2010 scored-name maps level50 source creature28056 to Creature2 69171 with exact level50 source/client match and candidate_count2; 104 world2149 area2419 source coordinates and spell evidence 6382 6422 6423 support the Prime bridge; normal source creature3684 relation159 is already reviewed to Creature2 45727 with TargetGroup6363 but no current PE390 objective row uses 6363; no targetgroup row currently lists 69171; runtime Prime spawn objective ownership credit rewards medals achievements replay cleanup and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,28066,Raging Oxianbull,69172,approved,space_madness_raging_oxianbull_prime_review: PE390 relation2011 scored-name maps level50 source creature28066 to Creature2 69172 with exact level50 source/client match and candidate_count2; 95 world2149 area2419 source coordinates and source spell evidence 2631 5873 5875 6437 plus client Spell4 evidence 32761 32762 53434 53435 support the Prime bridge; normal source creature3679 relation499 is already reviewed to Creature2 45728 with TargetGroup6363 but no current PE390 objective row uses 6363; no targetgroup row currently lists 69172; runtime Prime spawn objective ownership credit rewards medals achievements replay cleanup and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,28070,Decrepit Atrocity,69170,approved,space_madness_decrepit_atrocity_prime_review: PE390 relation2012 scored-name maps level50 source creature28070 to Creature2 69170 with exact level50 source/client match and candidate_count2; 66 world2149 area2421 source coordinates and source spell evidence 6096 6099 2611 6091 3300 plus client Spell4 evidence 4040 4041 54822 54823 54923 support the Prime bridge; TargetGroup12681 lists 69170 with Prime rows 69168 and 69169 but no current PE390 objective row uses 12681; normal source creature9535 relation2249 remains ambiguous_name because ranked candidates tie 48353 and 69170 and no row-level objective proof distinguishes them; runtime Prime spawn objective ownership credit rewards medals achievements replay cleanup and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,28076,Ravenous Nightmare,69220,approved,space_madness_ravenous_nightmare_prime_review: PE390 relation2013 scored-name maps level50 source creature28076 to Creature2 69220 with exact level50 source/client match and candidate_count2; 101 world2149 area2414 source coordinates and source spell evidence 3015 3073 2276 6098 5893 plus client Spell4 evidence 28936 28937 34264 36414 43759 support the Prime bridge; normal source creature446 relation26 is already reviewed to Creature2 46133 with objective1590 reward-pane TargetGroup6402 nested TargetGroup6401 and script filter evidence; no targetgroup row currently lists 69220; runtime Prime spawn objective ownership credit rewards medals achievements replay cleanup and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,28086,Stinging Nightmare,69214,approved,space_madness_stinging_nightmare_prime_review: PE390 relation2014 scored-name maps level50 source creature28086 to Creature2 69214 with exact level50 source/client match and candidate_count2; 86 world2149 area2413 source coordinates and source spell evidence 2893 2911 2787 6402 plus client Spell4 evidence 32965 32966 35963 44638 support the Prime bridge; normal source creature39 relation18 is already reviewed to Creature2 46124 with objective1590 reward-pane TargetGroup6402 nested TargetGroup6400 and script filter evidence; no targetgroup row currently lists 69214 and objective2115 TargetGroup12684 does not list 69214 through nested groups12682 or12683; runtime Prime spawn objective ownership credit rewards medals achievements replay cleanup and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,28088,Crazed Handler,69143,approved,space_madness_crazed_handler_prime_review: PE390 relation2015 ambiguous-name maps level50 source creature28088 to Creature2 69143 with exact level50 source/client match and candidate_count4; 109 world2149 area2421 source coordinates and source spell evidence 3020 3305 2730 2497 plus client Spell4 evidence 5649 5652 34552 52448 support the Prime bridge; objective2115 TargetGroup12684 nests TargetGroup12683 which nests TargetGroup12677 containing 69143 while normal TargetGroup12672 contains 46671; normal source creature3631 relation2253 remains ambiguous_name for its own review slice; runtime Prime spawn objective ownership credit rewards medals achievements replay cleanup and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,28092,Hallucinating Cubig,69137,approved,space_madness_hallucinating_cubig_prime_review: PE390 relation2016 scored-name maps level50 source creature28092 to Creature2 69137 with exact level50 source/client match and candidate_count2; 96 world2149 area2421 source coordinates and shared spell evidence 6436 6455 6456 6461 plus client Spell4 evidence 6891 39867 39868 6892 support the Prime bridge; normal source creature3654 relation152 is already reviewed to Creature2 45724; objective2115 uses TargetGroup12684 nesting TargetGroup12683 which nests TargetGroup12677 containing 69137; runtime Prime spawn objective ownership credit rewards medals achievements replay cleanup and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,28095,Smoldering Bonebeast,69169,approved,space_madness_smoldering_bonebeast_prime_review: PE390 relation2018 scored-name maps level50 source creature28095 to Creature2 69169 with exact level50 source/client match and candidate_count2; 64 world2149 area2421 source coordinates and source spell evidence 2777 2809 3327 5917 plus client Spell4 evidence 32734 32735 34262 35556 support the Prime bridge; objective2115 TargetGroup12684 nests TargetGroup12683 which nests TargetGroup12681 containing 69169 while normal TargetGroup12676 contains 48352; normal source creature9534 relation2254 remains ambiguous_name because ranked candidates tie 48352 and 69169 and no row-level objective proof distinguishes them; runtime Prime spawn objective ownership credit rewards medals achievements replay cleanup and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,28097,Drifting Horror,69165,approved,space_madness_drifting_horror_prime_review: PE390 relation2019 scored-name maps level50 source creature28097 to Creature2 69165 with exact level50 source/client match and candidate_count2; 91 world2149 area2421 source coordinates and source spell evidence 3131 3037 2657 5893 7200 plus client Spell4 evidence 42875 42874 57320 43759 57321 support the Prime bridge; objective2115 TargetGroup12684 nests TargetGroup12683 which nests TargetGroup12680 containing 69165 while normal source creature9518 maps to Creature2 48347 in TargetGroup12675; runtime Prime spawn objective ownership credit rewards medals achievements replay cleanup and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,9518,Drifting Horror,48347,approved,space_madness_drifting_horror_normal_review: PE390 relation2252 scored-name maps normal level32 source creature9518 to Creature2 48347 with exact level32 source/client match faction218 actionset2345 displaygroup24124 display21537 and candidate_count2; 54 world2149 area2421 source coordinates support the bridge; objective2115 TargetGroup12684 nests TargetGroup12682 which nests TargetGroup12675 containing 48347 while Prime source creature28097 relation2019 is reviewed to Creature2 69165 in TargetGroup12680; current spell rows are blank and no Space Madness runtime script or test binding for 48347 was found; runtime normal spawn objective ownership credit rewards medals achievements replay cleanup and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,28114,Looming Nightmare,69221,approved,space_madness_looming_nightmare_prime_review: PE390 relation2021 scored-name maps level50 source creature28114 to Creature2 69221 with exact level50 source/client match faction218 actionset2300 displaygroup24124 display21537 and candidate_count2; 81 world2149 area2416 source coordinates support the Prime bridge; normal source creature884 relation155 is already reviewed to Creature2 46135 with objective1590 TargetGroup6402 nested TargetGroup6401 and SavePanickedWorkersNightmareEntityScript evidence; no current TargetGroup row lists 69221 and current spell rows are blank; runtime Prime spawn objective ownership credit rewards medals achievements replay cleanup and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,28115,Smoke Nightmare,69208,approved,space_madness_smoke_nightmare_prime_review: PE390 relation2022 scored-name maps level50 source creature28115 to Creature2 69208 with exact level50 source/client match faction218 actionset2031 displaygroup31154 display28700 and candidate_count2; 75 world2149 area2416 source coordinates support the Prime bridge; online Jabbithole Drop6 evidence corroborates normal Smoke Nightmare as a Space Madness public-event creature but does not prove this Prime row; normal source creature3696 relation160 is already reviewed to Creature2 46722 with TargetGroup6449 while no current PE390 objective row uses 6449; no current TargetGroup row lists 69208 and current spell rows are blank; runtime Prime spawn objective ownership credit rewards medals achievements replay cleanup and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,28121,Gnarled Nightmare,69223,approved,space_madness_gnarled_nightmare_prime_review: PE390 relation2026 scored-name maps level50 source creature28121 to Creature2 69223 with exact level50 source/client match faction218 actionset2300 displaygroup24275 display21688 and candidate_count2; 76 world2149 area2414 source coordinates support the Prime bridge; online Jabbithole Drop6/Drop5 evidence corroborates level32 and level50 Gnarled Nightmare as Space Madness public-event NPCs but does not prove the Creature2 id; normal source creature3628 relation144 is already reviewed to Creature2 58783 with objective1590 TargetGroup6402 nested TargetGroup6401 and SavePanickedWorkersNightmareEntityScript evidence; no current TargetGroup row lists 69223 and current spell rows are blank; runtime Prime spawn objective ownership credit rewards medals achievements replay cleanup and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,28126,Rampaging Oxian,69140,approved,space_madness_rampaging_oxian_prime_review: PE390 relation2027 scored-name maps level50 source creature28126 to Creature2 69140 with exact level50 source/client match faction218 actionset2140 displaygroup25209 display22622 and candidate_count2; 101 world2149 area2419 source coordinates support the Prime bridge; online Jabbithole Drop5 evidence corroborates level32 and level50 Rampaging Oxian as Space Madness public-event NPCs and shared Resounding Charge use but does not prove the Creature2 id; normal source creature3708 relation161 is already reviewed to Creature2 45730 with TargetGroup6363 while no current PE390 objective row uses 6363; no current TargetGroup row lists 69140 and current spell rows are blank; runtime Prime spawn objective ownership credit rewards medals achievements replay cleanup and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,28127,Dark Woodheart,69164,approved,space_madness_dark_woodheart_prime_review: PE390 relation2028 scored-name maps level50 source creature28127 to Creature2 69164 with exact level50 source/client match faction218 actionset2351 displaygroup24108 display21521 and candidate_count2; 65 world2149 area2421 source coordinates support the Prime bridge; objective2115 TargetGroup12684 nests TargetGroup12683 which nests TargetGroup12680 containing 69164; online Jabbithole Drop5/Drop6 evidence corroborates level32 and level50 Dark Woodheart as Space Madness public-event NPCs and shared ability/drop context but does not prove the Creature2 id; normal source creature9509 relation2248 maps to Creature2 48346 in TargetGroup12675 and remains its own scored-name review slice; current spell rows are blank; runtime Prime spawn objective ownership credit rewards medals achievements replay cleanup and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,28128,Electrifying Nightmare,69216,approved,space_madness_electrifying_nightmare_prime_review: PE390 relation2029 scored-name maps level50 source creature28128 to Creature2 69216 with exact level50 source/client match faction218 actionset2300 displaygroup25462 display22875 and candidate_count2; 69 world2149 area2414 source coordinates support the Prime bridge; online Jabbithole Drop5/Drop6 evidence corroborates level32 Electrifying Nightmare as a Space Madness public-event NPC and Energy Swat use by level32 and level50 Electrifying Nightmare but does not prove the Creature2 id; normal source creature389 relation24 is already reviewed to Creature2 46127 with objective1590 TargetGroup6402 nested TargetGroup6400 and SavePanickedWorkersNightmareEntityScript evidence; no current TargetGroup row lists 69216 and current spell rows are blank; runtime Prime spawn objective ownership credit rewards medals achievements replay cleanup and client smoke remain blocked,Codex Space Madness bridge review,2026-06-18
creatures,28129,Stampeding Horror,69173,approved,space_madness_stampeding_horror_prime_review: PE390 relation2030 scored-name maps level50 source creature28129 to Creature2 69173 with exact level50 source/client match faction218 actionset2345 displaygroup28606 display28257 and candidate_count3; 61 world2149 area2421 source coordinates support the Prime bridge; objective2115 TargetGroup12684 nests TargetGroup12683 which nests TargetGroup12680 containing 69173; online Jabbithole Drop5/Drop6 evidence corroborates level32 Stampeding Horror as a Space Madness public-event NPC and Swipe use by level32 and level50 Stampeding Horror but does not prove the Creature2 id; normal source creature9528 relation2251 maps to Creature2 48348 in TargetGroup12675 and remains its own scored-name review slice; current spell rows are blank; runtime Prime spawn objective ownership credit rewards medals achievements replay cleanup and client smoke remain blocked,Codex Space Madness bridge review,2026-06-19
